username,date,post,location,hashtags,sentiment,engagement
charlesharrington,2024-01-16,New York is calling... and I must go ✈️,New York,#vacationvibes,Positive,1031
cindy61,2025-04-16,Tokyo is calling... and I must go ✈️,Tokyo,"#vacationvibes, #naturelovers",Positive,5171
melissa86,2024-02-25,Sunsets in Manali hit different 🌅,Manali,"#travel2025, #travelgram",Positive,4010
cbrennan,2024-10-16,Exploring the beauty of Rome! 🧳,Rome,"#vacationvibes, #travel2025",Positive,6343
younggabrielle,2024-02-03,Cape Town is calling... and I must go ✈️,Cape Town,#travel2025,Neutral,5173
juliehamilton,2023-09-09,Can't get enough of Paris 😍 #wanderlust,Paris,"#naturelovers, #vacationvibes",Positive,429
@nomadic_joe,2025-05-26,Santorini is calling... and I must go ✈️,Santorini,"#vacationvibes, #travel2025, #wanderlust",Positive,8158
williamslaura,2024-02-07,Cape Town is calling... and I must go ✈️,Cape Town,"#naturelovers, #wanderlust",Neutral,4383
nicholas23,2024-08-10,Manali is calling... and I must go ✈️,Manali,"#wanderlust, #vacationvibes",Positive,5989
yknight,2023-11-11,Sunsets in Amsterdam hit different 🌅,Amsterdam,#vacationvibes,Positive,4632
gregorylynch,2024-04-17,Backpacking through Cape Town has been a dream come true!,Cape Town,#travel2025,Negative,5605
tyleraguilar,2023-12-22,Sunsets in Amsterdam hit different 🌅,Amsterdam,#travel2025,Neutral,709
dlittle,2024-01-09,Exploring the beauty of Bali! 🧳,Bali,#travelgram,Neutral,2490
nolansteven,2024-02-03,Backpacking through Cape Town has been a dream come true!,Cape Town,#travelgram,Negative,6488
charleslandry,2024-09-23,Sunsets in Cape Town hit different 🌅,Cape Town,"#travelgram, #vacationvibes, #naturelovers",Positive,322
danielle64,2024-06-13,Sunsets in Manali hit different 🌅,Manali,"#wanderlust, #vacationvibes, #travelgram",Positive,486
james67,2023-09-15,Cape Town is calling... and I must go ✈️,Cape Town,"#naturelovers, #travel2025",Neutral,2843
patrickhoward,2024-02-09,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#travel2025, #naturelovers",Positive,1850
andrew64,2023-07-01,Exploring the beauty of Paris! 🧳,Paris,"#travelgram, #vacationvibes",Positive,6773
lozanojulie,2025-04-01,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#wanderlust, #travel2025",Positive,7887
kimberly39,2025-03-08,Amsterdam is calling... and I must go ✈️,Amsterdam,"#travel2025, #vacationvibes",Negative,5854
jeffery39,2024-01-05,Backpacking through New York has been a dream come true!,New York,"#travel2025, #naturelovers",Positive,4926
courtneyberger,2024-11-08,Can't get enough of New York 😍 #wanderlust,New York,"#vacationvibes, #travelgram, #travel2025",Positive,4530
parkerscott,2024-09-17,Exploring the beauty of New York! 🧳,New York,"#naturelovers, #vacationvibes, #travel2025",Neutral,2449
jessica14,2024-03-04,Exploring the beauty of New York! 🧳,New York,"#wanderlust, #travelgram",Negative,7899
ithompson,2025-02-24,Can't get enough of Paris 😍 #wanderlust,Paris,"#travelgram, #naturelovers, #wanderlust",Positive,3970
alyssa42,2024-01-10,Exploring the beauty of Paris! 🧳,Paris,"#naturelovers, #travel2025, #travelgram",Positive,5461
scoffey,2025-01-24,Exploring the beauty of Rome! 🧳,Rome,"#travel2025, #wanderlust, #travelgram",Negative,7843
linda71,2023-10-12,Can't get enough of Rome 😍 #wanderlust,Rome,"#travelgram, #naturelovers",Neutral,1515
michelleramsey,2024-04-28,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#wanderlust, #travel2025, #vacationvibes",Negative,645
@eco.backpacker,2024-01-16,Dharamshala is calling... and I must go ✈️,Dharamshala,#travelgram,Negative,9925
gibsonemily,2024-11-28,Sunsets in Santorini hit different 🌅,Santorini,"#vacationvibes, #naturelovers",Negative,8311
brenda51,2024-11-30,Sunsets in Rome hit different 🌅,Rome,#wanderlust,Positive,4265
thomasharvey,2024-09-03,Exploring the beauty of Tokyo! 🧳,Tokyo,"#travelgram, #naturelovers, #vacationvibes",Neutral,6693
rose31,2024-10-30,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#wanderlust, #vacationvibes",Neutral,2353
tblankenship,2024-11-10,Sunsets in Rome hit different 🌅,Rome,#wanderlust,Positive,4424
cwilson,2023-07-23,Sunsets in Manali hit different 🌅,Manali,"#naturelovers, #wanderlust, #travel2025",Neutral,1067
wendy11,2023-12-24,Santorini is calling... and I must go ✈️,Santorini,"#travel2025, #vacationvibes",Neutral,5145
paulwatson,2025-01-22,Sunsets in Santorini hit different 🌅,Santorini,"#naturelovers, #travel2025",Positive,2559
umatthews,2023-10-23,Backpacking through Rome has been a dream come true!,Rome,"#vacationvibes, #naturelovers",Neutral,3628
fpena,2024-10-15,Backpacking through Paris has been a dream come true!,Paris,#naturelovers,Positive,1329
rcrosby,2023-07-20,Exploring the beauty of Cape Town! 🧳,Cape Town,#naturelovers,Negative,8842
jeff73,2025-04-19,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#naturelovers, #vacationvibes",Positive,9604
cory58,2025-05-25,Exploring the beauty of Rome! 🧳,Rome,"#vacationvibes, #wanderlust, #travel2025",Positive,9289
bruce43,2023-09-27,Backpacking through Bali has been a dream come true!,Bali,"#travelgram, #wanderlust",Positive,3620
ndavis,2024-11-04,Exploring the beauty of Cape Town! 🧳,Cape Town,#vacationvibes,Positive,1037
williamsmatthew,2023-09-30,Santorini is calling... and I must go ✈️,Santorini,#travelgram,Positive,6937
caseyhubbard,2023-12-02,Manali is calling... and I must go ✈️,Manali,"#vacationvibes, #naturelovers",Positive,8885
lisahall,2025-02-15,Sunsets in Tokyo hit different 🌅,Tokyo,#travel2025,Negative,2136
kristinacarlson,2024-01-26,Exploring the beauty of Paris! 🧳,Paris,#travelgram,Positive,6998
vanessafernandez,2025-03-06,Amsterdam is calling... and I must go ✈️,Amsterdam,#travel2025,Positive,3138
danieldelacruz,2023-10-05,Exploring the beauty of Santorini! 🧳,Santorini,"#vacationvibes, #wanderlust, #naturelovers",Positive,600
howardkristina,2024-09-24,Backpacking through Rome has been a dream come true!,Rome,"#wanderlust, #travel2025, #travelgram",Positive,8893
alfred40,2023-10-01,Exploring the beauty of Paris! 🧳,Paris,#naturelovers,Negative,9488
vfox,2023-08-13,Backpacking through Manali has been a dream come true!,Manali,"#travelgram, #travel2025, #vacationvibes",Negative,8590
xwest,2024-07-27,Paris is calling... and I must go ✈️,Paris,"#travelgram, #wanderlust",Positive,2919
hayesjeffrey,2024-10-14,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#wanderlust, #travelgram",Negative,8642
acostaregina,2024-11-17,Manali is calling... and I must go ✈️,Manali,"#travel2025, #travelgram",Positive,7808
stephen00,2024-07-01,Can't get enough of Paris 😍 #wanderlust,Paris,"#travel2025, #vacationvibes",Negative,6874
gsimmons,2024-07-09,Backpacking through Amsterdam has been a dream come true!,Amsterdam,#vacationvibes,Positive,1345
fjones,2024-03-01,Sunsets in Rome hit different 🌅,Rome,#naturelovers,Neutral,4448
cameronhill,2024-10-28,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#wanderlust, #naturelovers, #vacationvibes",Neutral,9206
oscar98,2024-02-09,Paris is calling... and I must go ✈️,Paris,#travelgram,Positive,3520
bwagner,2023-09-10,Exploring the beauty of Paris! 🧳,Paris,"#vacationvibes, #travel2025, #travelgram",Neutral,3971
farrelldebra,2025-02-11,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#vacationvibes, #naturelovers",Positive,4335
russellbeasley,2024-05-11,Backpacking through Manali has been a dream come true!,Manali,"#vacationvibes, #wanderlust",Neutral,5296
maria66,2025-01-11,Sunsets in Paris hit different 🌅,Paris,"#vacationvibes, #wanderlust",Positive,2440
edwardslarry,2024-01-08,Sunsets in Bali hit different 🌅,Bali,"#naturelovers, #vacationvibes, #travel2025",Positive,6273
stephanie71,2023-09-03,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#naturelovers, #travelgram",Positive,8087
daviscolin,2025-01-18,Can't get enough of Rome 😍 #wanderlust,Rome,"#travelgram, #travel2025, #wanderlust",Neutral,8932
lisa80,2024-09-22,Backpacking through Bali has been a dream come true!,Bali,#wanderlust,Negative,154
elizabeth65,2025-05-03,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,"#travel2025, #wanderlust, #travelgram",Positive,7521
@eco.backpacker,2023-08-03,Exploring the beauty of Manali! 🧳,Manali,"#naturelovers, #vacationvibes, #travelgram",Positive,6789
caroline51,2024-09-15,Exploring the beauty of Bali! 🧳,Bali,"#travelgram, #naturelovers, #wanderlust",Positive,7104
ericolson,2025-04-13,Exploring the beauty of Tokyo! 🧳,Tokyo,#naturelovers,Positive,8675
bellangela,2023-09-22,Sunsets in New York hit different 🌅,New York,"#vacationvibes, #wanderlust",Positive,9306
audrey68,2025-02-10,Can't get enough of Paris 😍 #wanderlust,Paris,"#wanderlust, #naturelovers",Positive,9105
lynchdiane,2024-12-14,Exploring the beauty of Rome! 🧳,Rome,"#wanderlust, #travel2025, #naturelovers",Positive,5477
anthony44,2025-06-09,Exploring the beauty of Cape Town! 🧳,Cape Town,"#wanderlust, #travel2025, #naturelovers",Negative,9336
michael22,2024-09-06,Sunsets in Rome hit different 🌅,Rome,#wanderlust,Neutral,8947
vjones,2024-10-28,Exploring the beauty of Cape Town! 🧳,Cape Town,#travelgram,Positive,2412
davisalyssa,2024-04-12,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#travel2025, #naturelovers",Positive,8906
kchavez,2024-04-07,Manali is calling... and I must go ✈️,Manali,"#travel2025, #wanderlust, #travelgram",Neutral,1650
jennifer99,2023-08-29,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,#travelgram,Neutral,9808
moorekaren,2023-08-02,Sunsets in Dharamshala hit different 🌅,Dharamshala,#travelgram,Neutral,3787
nelsonebony,2024-07-06,Backpacking through Manali has been a dream come true!,Manali,"#vacationvibes, #travel2025",Neutral,1454
nperry,2025-01-31,Sunsets in Cape Town hit different 🌅,Cape Town,#wanderlust,Positive,2577
reeddaniel,2024-12-02,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#wanderlust, #naturelovers",Positive,5946
trose,2023-07-30,Exploring the beauty of New York! 🧳,New York,#wanderlust,Positive,9138
randallgreene,2023-06-30,Amsterdam is calling... and I must go ✈️,Amsterdam,#wanderlust,Positive,9830
kevinclark,2023-10-09,Sunsets in Cape Town hit different 🌅,Cape Town,"#wanderlust, #travelgram",Positive,9217
keith10,2024-07-15,Backpacking through Paris has been a dream come true!,Paris,"#travel2025, #vacationvibes, #wanderlust",Positive,8129
ythompson,2024-08-11,Exploring the beauty of Tokyo! 🧳,Tokyo,#vacationvibes,Positive,1310
vincentwhitaker,2025-03-12,Sunsets in Manali hit different 🌅,Manali,#vacationvibes,Positive,1802
charles06,2023-07-09,Sunsets in Tokyo hit different 🌅,Tokyo,#vacationvibes,Positive,5449
umorse,2024-09-14,Sunsets in Rome hit different 🌅,Rome,"#naturelovers, #travel2025",Positive,3340
tberry,2024-11-03,Sunsets in Rome hit different 🌅,Rome,#vacationvibes,Negative,8094
zroberts,2023-07-11,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#vacationvibes, #travelgram",Neutral,1915
@vibecheck_travel,2025-04-01,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#naturelovers, #travel2025, #travelgram",Neutral,3484
christopher13,2024-05-28,Sunsets in Rome hit different 🌅,Rome,"#wanderlust, #vacationvibes, #travelgram",Positive,4015
zwarren,2025-05-01,Can't get enough of New York 😍 #wanderlust,New York,"#vacationvibes, #naturelovers, #wanderlust",Positive,9589
julie35,2025-02-19,Backpacking through Dharamshala has been a dream come true!,Dharamshala,"#vacationvibes, #wanderlust, #travel2025",Neutral,9779
charlesschultz,2024-08-10,Exploring the beauty of Santorini! 🧳,Santorini,#travelgram,Positive,9277
rebeccabailey,2025-01-09,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#wanderlust, #naturelovers",Positive,8549
joelthomas,2023-11-25,Backpacking through Amsterdam has been a dream come true!,Amsterdam,"#naturelovers, #travel2025, #vacationvibes",Positive,9693
carriewolf,2024-11-15,Can't get enough of Amsterdam 😍 #wanderlust,Amsterdam,"#wanderlust, #vacationvibes",Positive,1456
thompsonkendra,2024-07-12,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#travelgram, #naturelovers",Positive,7962
wwebster,2024-09-17,Manali is calling... and I must go ✈️,Manali,#vacationvibes,Neutral,1150
kmaldonado,2024-11-05,Exploring the beauty of New York! 🧳,New York,"#wanderlust, #naturelovers, #travel2025",Neutral,2742
michelle52,2024-05-31,Backpacking through Paris has been a dream come true!,Paris,#naturelovers,Positive,7620
harrisoncrystal,2025-03-04,Paris is calling... and I must go ✈️,Paris,"#travel2025, #naturelovers, #travelgram",Neutral,3282
brittany58,2023-08-21,Backpacking through Rome has been a dream come true!,Rome,"#vacationvibes, #wanderlust",Neutral,1075
steven00,2024-04-06,Exploring the beauty of Cape Town! 🧳,Cape Town,"#travel2025, #travelgram, #naturelovers",Positive,8069
chase19,2024-09-28,Sunsets in Amsterdam hit different 🌅,Amsterdam,"#vacationvibes, #naturelovers, #travelgram",Positive,7551
jford,2025-03-01,Can't get enough of Cape Town 😍 #wanderlust,Cape Town,"#travelgram, #wanderlust, #naturelovers",Positive,5053
colelisa,2024-11-12,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#travel2025, #vacationvibes",Positive,6336
marcalvarez,2023-10-20,Can't get enough of Dharamshala 😍 #wanderlust,Dharamshala,"#naturelovers, #travel2025",Positive,2348
hayeslisa,2025-04-05,Sunsets in Tokyo hit different 🌅,Tokyo,"#naturelovers, #wanderlust",Negative,7989
toni18,2024-11-07,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,"#naturelovers, #vacationvibes",Positive,7322
benjaminzimmerman,2024-05-31,Can't get enough of Rome 😍 #wanderlust,Rome,#naturelovers,Positive,4835
michaelhardin,2024-04-20,Sunsets in Bali hit different 🌅,Bali,#naturelovers,Positive,9317
rschroeder,2024-10-01,Backpacking through Rome has been a dream come true!,Rome,"#wanderlust, #naturelovers, #travel2025",Neutral,6060
mccormickdeborah,2023-08-15,Exploring the beauty of Amsterdam! 🧳,Amsterdam,"#vacationvibes, #travel2025, #naturelovers",Positive,4105
cody64,2024-01-06,Exploring the beauty of New York! 🧳,New York,"#travelgram, #naturelovers",Negative,1973
mathewaguilar,2023-10-12,Can't get enough of Paris 😍 #wanderlust,Paris,"#naturelovers, #travelgram, #vacationvibes",Neutral,2331
kyle62,2024-09-29,Can't get enough of Paris 😍 #wanderlust,Paris,#naturelovers,Positive,8877
collinsnicholas,2025-02-28,Sunsets in Tokyo hit different 🌅,Tokyo,"#travelgram, #naturelovers, #vacationvibes",Positive,1610
lisa81,2024-11-07,Tokyo is calling... and I must go ✈️,Tokyo,#travelgram,Negative,2224
bromero,2024-04-01,Can't get enough of Paris 😍 #wanderlust,Paris,"#travelgram, #travel2025, #naturelovers",Positive,4452
henry35,2025-02-09,Dharamshala is calling... and I must go ✈️,Dharamshala,"#wanderlust, #naturelovers",Positive,6096
ilee,2023-10-23,Rome is calling... and I must go ✈️,Rome,"#naturelovers, #wanderlust",Negative,1576
phillipskristin,2024-07-23,Sunsets in Rome hit different 🌅,Rome,#naturelovers,Positive,3520
stanleynancy,2024-10-17,Sunsets in Rome hit different 🌅,Rome,"#travelgram, #naturelovers",Positive,8001
carlamoore,2023-11-12,Exploring the beauty of Manali! 🧳,Manali,#wanderlust,Neutral,316
jenniferwilliams,2024-04-02,Can't get enough of Santorini 😍 #wanderlust,Santorini,"#vacationvibes, #wanderlust",Negative,2211
tarabishop,2025-01-29,Can't get enough of New York 😍 #wanderlust,New York,"#wanderlust, #travelgram",Positive,2761
pyoung,2024-02-20,Bali is calling... and I must go ✈️,Bali,"#travelgram, #travel2025, #vacationvibes",Neutral,67
mmckee,2024-04-05,Paris is calling... and I must go ✈️,Paris,#travel2025,Positive,7341
smurray,2025-02-18,Exploring the beauty of Bali! 🧳,Bali,"#travelgram, #wanderlust, #travel2025",Neutral,3801
ashaw,2023-10-28,Exploring the beauty of Dharamshala! 🧳,Dharamshala,"#wanderlust, #naturelovers, #travel2025",Positive,6320
laurietaylor,2024-01-05,Can't get enough of Tokyo 😍 #wanderlust,Tokyo,#naturelovers,Positive,2738
davidsonmorgan,2024-08-28,Sunsets in Rome hit different 🌅,Rome,"#travel2025, #naturelovers, #vacationvibes",Neutral,3609
dawsonzachary,2023-09-29,Exploring the beauty of Santorini! 🧳,Santorini,#wanderlust,Positive,7085
christopher24,2024-06-07,Can't get enough of Manali 😍 #wanderlust,Manali,#travelgram,Neutral,9896
mariahdavis,2025-06-01,Backpacking through Cape Town has been a dream come true!,Cape Town,"#wanderlust, #travelgram",Positive,3140
lisawilkerson,2025-06-16,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#wanderlust, #travel2025, #vacationvibes",Positive,9780
perryrandy,2024-04-10,Backpacking through Santorini has been a dream come true!,Santorini,#travelgram,Negative,9362
paulmiller,2023-12-16,Sunsets in Dharamshala hit different 🌅,Dharamshala,"#travel2025, #vacationvibes, #wanderlust",Positive,4345
florescory,2024-12-31,Exploring the beauty of Paris! 🧳,Paris,#vacationvibes,Positive,8259
lacey20,2024-02-02,Dharamshala is calling... and I must go ✈️,Dharamshala,"#vacationvibes, #wanderlust, #travelgram",Positive,4596
ihorton,2025-02-03,Sunsets in Santorini hit different 🌅,Santorini,#naturelovers,Negative,2595
