Product Name,Category,Price,Quantity Sold,Date of Sale,Revenue
Orange,Fruits,5.23,18,2024-12-22,94.14
Cookies,Snacks,13.98,15,2025-06-06,209.7
Granola Bar,Snacks,16.89,16,2025-03-11,270.24
Potato,Vegetables,16.02,12,2024-07-03,192.24
Tomato,Vegetables,14.04,6,2024-12-13,84.24
Soda,Beverages,6.21,20,2025-05-16,124.2
Potato,Vegetables,4.16,16,2024-12-25,66.56
Spinach,Vegetables,44.88,2,2025-06-02,89.76
Tomato,Vegetables,9.78,17,2024-12-22,166.26
Orange,Fruits,1.08,7,2024-06-22,7.56
Onion,Vegetables,31.0,2,2024-09-12,62.0
Grapes,Fruits,1.23,16,2025-02-19,19.68
Chips,Snacks,4.08,8,2025-02-09,32.64
Nuts,Snacks,44.27,14,2025-03-28,619.78
Grapes,Fruits,44.86,10,2025-01-25,448.6
Onion,Vegetables,1.34,5,2025-05-28,6.7
Apple,Fruits,24.24,9,2024-12-27,218.16
Soda,Beverages,45.54,13,2025-04-08,592.02
Cheese,Dairy,33.59,9,2025-01-11,302.31
Spinach,Vegetables,31.32,13,2024-08-12,407.16
Cream,Dairy,15.66,9,2024-09-03,140.94
Chips,Snacks,46.38,2,2025-01-05,92.76
Granola Bar,Snacks,37.31,2,2024-07-07,74.62
Mango,Fruits,42.28,1,2024-07-09,42.28
Water,Beverages,41.72,14,2024-09-19,584.08
Soda,Beverages,7.31,18,2024-09-17,131.58
Cookies,Snacks,15.25,19,2025-05-04,289.75
Yogurt,Dairy,8.68,19,2024-07-22,164.92
Tea,Beverages,44.45,14,2025-05-22,622.3
Yogurt,Dairy,17.6,20,2025-02-23,352.0
Milk,Dairy,3.79,13,2024-10-26,49.27
Tea,Beverages,12.39,1,2024-12-20,12.39
Cream,Dairy,18.0,4,2025-04-11,72.0
Mango,Fruits,7.13,4,2024-07-03,28.52
Coffee,Beverages,26.65,19,2025-03-20,506.35
Coffee,Beverages,14.11,3,2024-08-27,42.33
Yogurt,Dairy,48.82,17,2025-01-29,829.94
Grapes,Fruits,30.49,18,2025-03-24,548.82
Cream,Dairy,10.12,7,2025-01-09,70.84
Granola Bar,Snacks,21.35,11,2024-12-04,234.85
Spinach,Vegetables,14.39,13,2024-11-29,187.07
Popcorn,Snacks,20.13,20,2024-08-29,402.6
Cookies,Snacks,8.19,20,2025-01-20,163.8
Butter,Dairy,23.37,19,2025-06-22,444.03
Chips,Snacks,33.8,3,2025-01-13,101.4
Cheese,Dairy,12.4,13,2024-07-15,161.2
Granola Bar,Snacks,16.08,13,2024-08-12,209.04
Carrot,Vegetables,14.89,18,2024-08-30,268.02
Tea,Beverages,43.11,17,2025-05-31,732.87
Onion,Vegetables,45.2,12,2024-08-21,542.4
Granola Bar,Snacks,36.61,11,2025-05-11,402.71
Carrot,Vegetables,48.53,8,2024-07-06,388.24
Soda,Beverages,20.74,2,2024-12-27,41.48
Water,Beverages,40.67,3,2025-01-10,122.01
Butter,Dairy,38.42,15,2024-08-07,576.3
Chips,Snacks,31.17,17,2025-02-01,529.89
Soda,Beverages,2.62,4,2025-06-02,10.48
Soda,Beverages,27.38,18,2025-02-03,492.84
Nuts,Snacks,24.38,12,2025-05-31,292.56
Coffee,Beverages,39.29,4,2024-09-13,157.16
Tea,Beverages,25.83,12,2024-11-24,309.96
Cheese,Dairy,38.48,9,2025-05-26,346.32
Orange,Fruits,33.47,4,2025-04-09,133.88
Water,Beverages,46.86,11,2024-07-11,515.46
Mango,Fruits,32.83,19,2024-07-07,623.77
Cream,Dairy,38.53,7,2024-08-03,269.71
Carrot,Vegetables,28.87,11,2024-07-29,317.57
Chips,Snacks,42.87,17,2024-12-31,728.79
Yogurt,Dairy,18.57,4,2025-01-25,74.28
Mango,Fruits,16.09,5,2025-06-14,80.45
Nuts,Snacks,42.99,13,2025-02-18,558.87
Apple,Fruits,13.32,8,2024-07-15,106.56
Carrot,Vegetables,20.67,12,2024-07-19,248.04
Yogurt,Dairy,39.67,9,2025-05-20,357.03
Cookies,Snacks,21.11,16,2024-12-01,337.76
Tea,Beverages,48.54,15,2025-01-30,728.1
Banana,Fruits,27.15,19,2024-10-09,515.85
Potato,Vegetables,3.1,5,2025-04-12,15.5
Tomato,Vegetables,35.26,3,2024-08-18,105.78
Tea,Beverages,20.99,6,2024-09-25,125.94
Tea,Beverages,47.01,17,2024-06-22,799.17
Orange,Fruits,7.74,3,2024-10-29,23.22
Grapes,Fruits,14.14,3,2025-04-29,42.42
Granola Bar,Snacks,22.35,16,2024-08-20,357.6
Water,Beverages,49.88,5,2025-02-18,249.4
Carrot,Vegetables,41.93,18,2024-11-30,754.74
Grapes,Fruits,23.11,18,2025-03-23,415.98
Tea,Beverages,49.79,1,2024-06-26,49.79
Granola Bar,Snacks,7.02,10,2024-12-16,70.2
Cheese,Dairy,29.08,11,2025-01-15,319.88
Granola Bar,Snacks,37.56,4,2024-07-21,150.24
Coffee,Beverages,48.11,4,2024-09-10,192.44
Apple,Fruits,20.35,7,2025-02-15,142.45
Orange,Fruits,39.36,1,2025-01-24,39.36
Tea,Beverages,6.94,3,2024-12-17,20.82
Banana,Fruits,19.61,11,2025-04-03,215.71
Spinach,Vegetables,6.86,12,2025-06-22,82.32
Tea,Beverages,7.74,19,2024-12-26,147.06
Carrot,Vegetables,42.64,17,2025-02-14,724.88
Carrot,Vegetables,14.16,4,2025-02-27,56.64
Grapes,Fruits,21.34,2,2025-03-31,42.68
Tea,Beverages,2.44,12,2024-08-30,29.28
Apple,Fruits,20.69,17,2024-11-14,351.73
Soda,Beverages,12.86,19,2024-09-01,244.34
Coffee,Beverages,16.66,18,2024-11-11,299.88
Spinach,Vegetables,3.58,14,2024-12-09,50.12
Orange,Fruits,9.97,1,2024-12-24,9.97
Yogurt,Dairy,30.32,5,2024-11-14,151.6
Juice,Beverages,43.2,9,2024-11-26,388.8
Cookies,Snacks,25.85,6,2024-12-21,155.1
Nuts,Snacks,28.08,2,2024-10-17,56.16
Coffee,Beverages,33.71,16,2024-08-04,539.36
Popcorn,Snacks,46.47,15,2024-09-03,697.05
Soda,Beverages,22.86,8,2025-03-03,182.88
Orange,Fruits,34.25,3,2025-01-12,102.75
Tea,Beverages,48.82,11,2024-09-17,537.02
Tomato,Vegetables,5.0,20,2025-02-22,100.0
Water,Beverages,6.47,2,2025-03-28,12.94
Butter,Dairy,3.9,14,2025-01-29,54.6
Water,Beverages,43.9,18,2024-11-26,790.2
Mango,Fruits,38.31,13,2025-04-28,498.03
Cream,Dairy,6.36,1,2025-06-01,6.36
Spinach,Vegetables,6.27,12,2024-09-22,75.24
Apple,Fruits,42.13,19,2025-05-13,800.47
Orange,Fruits,47.92,13,2025-04-29,622.96
Yogurt,Dairy,48.68,8,2025-01-14,389.44
Onion,Vegetables,12.73,1,2024-11-24,12.73
Orange,Fruits,11.72,19,2024-10-15,222.68
Mango,Fruits,40.59,9,2024-10-03,365.31
Spinach,Vegetables,31.99,17,2024-11-19,543.83
Granola Bar,Snacks,8.01,6,2024-11-11,48.06
Chips,Snacks,47.93,9,2024-09-04,431.37
Spinach,Vegetables,34.88,6,2025-03-21,209.28
Grapes,Fruits,11.3,5,2024-09-03,56.5
Soda,Beverages,41.18,4,2024-08-23,164.72
Juice,Beverages,8.68,8,2024-08-09,69.44
Banana,Fruits,2.08,4,2024-07-02,8.32
Nuts,Snacks,35.77,8,2024-08-27,286.16
Popcorn,Snacks,10.03,9,2025-05-16,90.27
Nuts,Snacks,36.25,12,2025-06-19,435.0
Nuts,Snacks,26.56,1,2025-02-08,26.56
Coffee,Beverages,43.39,9,2024-08-14,390.51
Coffee,Beverages,21.06,13,2025-03-20,273.78
Banana,Fruits,35.51,13,2025-01-14,461.63
Banana,Fruits,48.25,10,2025-01-28,482.5
Banana,Fruits,19.55,2,2024-12-06,39.1
Cookies,Snacks,24.19,20,2024-10-05,483.8
Water,Beverages,22.88,13,2025-06-15,297.44
Cheese,Dairy,19.88,18,2024-07-29,357.84
Yogurt,Dairy,3.46,9,2024-12-21,31.14
Soda,Beverages,13.21,3,2024-07-23,39.63
Coffee,Beverages,34.62,19,2025-04-16,657.78
Popcorn,Snacks,27.62,20,2025-02-09,552.4
Grapes,Fruits,4.28,14,2024-07-07,59.92
Banana,Fruits,17.48,19,2024-11-24,332.12
Tea,Beverages,39.8,14,2024-10-21,557.2
Nuts,Snacks,4.61,2,2025-04-25,9.22
Butter,Dairy,38.44,13,2025-04-24,499.72
Cheese,Dairy,39.63,16,2024-08-24,634.08
Tomato,Vegetables,25.52,13,2024-08-07,331.76
Yogurt,Dairy,24.32,5,2024-11-28,121.6
Nuts,Snacks,48.92,17,2025-03-15,831.64
Coffee,Beverages,43.76,14,2025-06-20,612.64
Banana,Fruits,11.64,16,2025-01-05,186.24
Yogurt,Dairy,48.62,10,2024-08-13,486.2
Soda,Beverages,48.11,7,2024-07-11,336.77
Cookies,Snacks,24.49,4,2025-03-10,97.96
Coffee,Beverages,8.26,18,2025-02-02,148.68
Yogurt,Dairy,20.03,12,2025-04-07,240.36
Granola Bar,Snacks,22.61,4,2024-07-15,90.44
Orange,Fruits,28.33,19,2025-05-17,538.27
Potato,Vegetables,11.7,12,2024-07-10,140.4
Potato,Vegetables,36.55,14,2025-02-07,511.7
Popcorn,Snacks,24.67,2,2025-03-21,49.34
Banana,Fruits,1.73,10,2025-04-16,17.3
Butter,Dairy,47.78,19,2025-03-23,907.82
Popcorn,Snacks,16.43,11,2025-04-11,180.73
Banana,Fruits,44.7,2,2024-11-13,89.4
Grapes,Fruits,31.93,16,2025-06-01,510.88
Nuts,Snacks,45.17,14,2024-09-18,632.38
Water,Beverages,13.33,8,2025-02-10,106.64
Milk,Dairy,30.28,14,2024-10-17,423.92
Tea,Beverages,20.1,5,2024-09-21,100.5
Nuts,Snacks,46.09,14,2024-12-16,645.26
Tomato,Vegetables,33.18,7,2024-10-13,232.26
Coffee,Beverages,43.18,10,2025-03-19,431.8
Popcorn,Snacks,24.38,13,2025-06-16,316.94
Water,Beverages,44.85,14,2024-10-23,627.9
Granola Bar,Snacks,27.09,12,2025-01-22,325.08
Banana,Fruits,30.72,5,2025-01-21,153.6
Carrot,Vegetables,8.01,2,2025-02-15,16.02
Potato,Vegetables,28.98,6,2025-04-25,173.88
Potato,Vegetables,18.93,20,2024-12-26,378.6
Juice,Beverages,2.71,20,2024-08-08,54.2
Cream,Dairy,10.09,1,2025-04-11,10.09
Spinach,Vegetables,47.57,16,2025-03-17,761.12
Potato,Vegetables,19.44,15,2024-09-18,291.6
Milk,Dairy,33.7,2,2025-03-16,67.4
Coffee,Beverages,14.18,18,2025-01-31,255.24
Coffee,Beverages,36.21,16,2024-11-13,579.36
Orange,Fruits,3.32,6,2024-07-19,19.92
Cheese,Dairy,41.73,3,2025-04-23,125.19
Onion,Vegetables,29.05,12,2024-10-22,348.6
Potato,Vegetables,23.39,2,2025-01-25,46.78
Banana,Fruits,15.09,2,2024-07-22,30.18
Cheese,Dairy,38.9,19,2025-02-26,739.1
Butter,Dairy,8.44,3,2025-06-09,25.32
Spinach,Vegetables,19.65,3,2024-08-16,58.95
Onion,Vegetables,39.53,20,2024-10-26,790.6
Butter,Dairy,9.55,13,2024-10-28,124.15
Orange,Fruits,13.38,1,2024-10-19,13.38
Mango,Fruits,46.71,8,2025-04-16,373.68
Juice,Beverages,22.42,14,2024-07-05,313.88
Tomato,Vegetables,28.24,1,2024-10-09,28.24
Onion,Vegetables,15.76,13,2025-01-20,204.88
Tomato,Vegetables,49.07,1,2025-03-15,49.07
Spinach,Vegetables,19.03,14,2024-08-25,266.42
Butter,Dairy,19.83,14,2025-01-01,277.62
Spinach,Vegetables,45.96,17,2025-03-30,781.32
Nuts,Snacks,12.44,15,2024-07-14,186.6
Milk,Dairy,46.04,16,2024-09-19,736.64
Apple,Fruits,29.13,1,2025-06-18,29.13
Onion,Vegetables,45.51,4,2025-04-02,182.04
Onion,Vegetables,33.83,12,2024-09-09,405.96
Coffee,Beverages,23.79,13,2024-12-10,309.27
Yogurt,Dairy,41.01,1,2025-06-08,41.01
Juice,Beverages,23.24,10,2024-07-20,232.4
Chips,Snacks,20.02,16,2024-10-25,320.32
Banana,Fruits,42.25,17,2025-04-06,718.25
Onion,Vegetables,4.76,5,2024-11-27,23.8
Juice,Beverages,35.25,8,2025-04-04,282.0
Banana,Fruits,23.42,7,2025-06-19,163.94
Tea,Beverages,35.13,7,2024-09-21,245.91
Spinach,Vegetables,5.2,13,2025-04-10,67.6
Nuts,Snacks,22.16,15,2025-04-06,332.4
Potato,Vegetables,33.38,8,2025-06-18,267.04
Butter,Dairy,5.19,1,2025-01-29,5.19
Juice,Beverages,13.72,16,2025-03-23,219.52
Water,Beverages,17.97,19,2025-05-13,341.43
Milk,Dairy,17.02,3,2025-03-10,51.06
Soda,Beverages,12.67,1,2024-10-12,12.67
Tea,Beverages,32.77,2,2025-03-11,65.54
Cheese,Dairy,32.01,17,2025-02-22,544.17
Yogurt,Dairy,20.39,8,2025-06-09,163.12
Chips,Snacks,40.49,16,2024-08-10,647.84
Grapes,Fruits,18.74,12,2025-01-15,224.88
Chips,Snacks,18.37,8,2024-10-20,146.96
Orange,Fruits,13.88,14,2024-12-10,194.32
Cream,Dairy,13.39,17,2024-11-29,227.63
Chips,Snacks,14.01,14,2024-07-05,196.14
Potato,Vegetables,11.89,14,2024-11-23,166.46
Apple,Fruits,47.64,2,2025-04-19,95.28
Nuts,Snacks,44.18,20,2025-05-17,883.6
Potato,Vegetables,40.58,11,2024-07-24,446.38
Mango,Fruits,2.49,18,2024-09-12,44.82
Granola Bar,Snacks,1.14,12,2025-02-26,13.68
Popcorn,Snacks,13.7,10,2024-07-22,137.0
Orange,Fruits,10.22,1,2025-06-02,10.22
Tomato,Vegetables,27.8,18,2025-04-02,500.4
Nuts,Snacks,49.41,7,2024-11-27,345.87
Grapes,Fruits,21.88,19,2025-06-01,415.72
Apple,Fruits,13.21,5,2025-05-22,66.05
Soda,Beverages,46.63,19,2024-09-14,885.97
Tomato,Vegetables,45.6,8,2024-08-18,364.8
Mango,Fruits,2.57,8,2024-11-19,20.56
Chips,Snacks,27.47,13,2024-11-22,357.11
Apple,Fruits,9.49,17,2024-08-04,161.33
Cheese,Dairy,45.88,3,2024-07-14,137.64
Potato,Vegetables,46.65,9,2025-04-24,419.85
Banana,Fruits,12.1,11,2024-09-24,133.1
Onion,Vegetables,19.23,18,2025-03-10,346.14
Water,Beverages,48.12,8,2025-05-03,384.96
Water,Beverages,42.81,13,2024-08-02,556.53
Milk,Dairy,21.82,4,2024-12-04,87.28
Water,Beverages,30.72,17,2025-02-06,522.24
Orange,Fruits,11.16,14,2024-08-22,156.24
Banana,Fruits,5.04,14,2024-09-09,70.56
Chips,Snacks,32.23,14,2024-11-14,451.22
Juice,Beverages,7.03,5,2024-08-04,35.15
Coffee,Beverages,49.79,6,2024-07-17,298.74
Chips,Snacks,1.03,19,2024-12-12,19.57
Onion,Vegetables,34.34,20,2025-06-21,686.8
Coffee,Beverages,41.75,17,2025-02-23,709.75
Banana,Fruits,34.53,3,2024-12-04,103.59
Butter,Dairy,32.69,18,2025-01-15,588.42
Granola Bar,Snacks,37.29,14,2025-05-09,522.06
Chips,Snacks,10.72,8,2024-09-14,85.76
Spinach,Vegetables,40.34,6,2025-06-01,242.04
Carrot,Vegetables,41.63,15,2025-01-16,624.45
Soda,Beverages,4.91,14,2025-06-21,68.74
Yogurt,Dairy,10.13,1,2025-05-22,10.13
Tea,Beverages,43.76,6,2024-08-03,262.56
Cream,Dairy,39.81,14,2024-07-03,557.34
Cheese,Dairy,25.04,16,2025-03-03,400.64
Soda,Beverages,21.88,13,2024-06-26,284.44
Banana,Fruits,46.96,5,2024-09-23,234.8
Granola Bar,Snacks,37.14,14,2024-10-10,519.96
Butter,Dairy,20.23,14,2024-06-28,283.22
Carrot,Vegetables,32.83,7,2025-01-12,229.81
Potato,Vegetables,35.69,14,2025-05-18,499.66
Soda,Beverages,7.89,17,2024-10-10,134.13
Popcorn,Snacks,26.49,1,2024-11-07,26.49
Orange,Fruits,29.56,9,2025-01-05,266.04
Tea,Beverages,44.86,10,2024-09-05,448.6
Juice,Beverages,14.77,15,2024-06-28,221.55
Onion,Vegetables,11.56,6,2024-09-09,69.36
Onion,Vegetables,18.55,17,2025-05-10,315.35
Cookies,Snacks,17.72,10,2024-08-30,177.2
Carrot,Vegetables,45.8,5,2024-09-22,229.0
Butter,Dairy,29.64,17,2024-12-10,503.88
Yogurt,Dairy,31.61,5,2025-01-09,158.05
Tea,Beverages,30.88,8,2025-01-10,247.04
Potato,Vegetables,48.42,7,2024-12-12,338.94
Cream,Dairy,32.29,16,2024-08-17,516.64
Yogurt,Dairy,39.95,2,2024-10-09,79.9
Cookies,Snacks,41.41,6,2025-03-13,248.46
Grapes,Fruits,33.32,17,2024-11-08,566.44
Carrot,Vegetables,28.86,14,2024-09-06,404.04
Apple,Fruits,20.23,11,2025-01-18,222.53
Spinach,Vegetables,7.64,17,2024-11-27,129.88
Onion,Vegetables,25.95,11,2024-10-11,285.45
Juice,Beverages,26.38,14,2024-09-29,369.32
Tomato,Vegetables,4.14,9,2024-11-23,37.26
Nuts,Snacks,9.92,3,2024-10-12,29.76
Spinach,Vegetables,8.78,14,2024-10-28,122.92
Orange,Fruits,35.37,3,2025-06-05,106.11
Cheese,Dairy,40.36,12,2025-05-07,484.32
Cream,Dairy,32.11,15,2025-03-11,481.65
Grapes,Fruits,13.87,16,2025-05-28,221.92
Soda,Beverages,11.54,8,2024-09-23,92.32
Tea,Beverages,12.98,14,2025-02-12,181.72
Granola Bar,Snacks,7.59,9,2025-02-12,68.31
Grapes,Fruits,33.19,19,2024-12-01,630.61
Mango,Fruits,34.13,8,2024-10-29,273.04
Coffee,Beverages,44.67,6,2024-07-05,268.02
Onion,Vegetables,12.72,16,2025-04-30,203.52
Nuts,Snacks,22.66,10,2025-01-27,226.6
Milk,Dairy,15.74,5,2025-05-09,78.7
Banana,Fruits,39.39,3,2024-09-25,118.17
Onion,Vegetables,43.94,2,2025-03-02,87.88
Popcorn,Snacks,47.73,14,2025-05-24,668.22
Granola Bar,Snacks,35.46,2,2025-02-11,70.92
Popcorn,Snacks,22.15,13,2025-04-04,287.95
Spinach,Vegetables,28.86,14,2024-12-09,404.04
Chips,Snacks,30.63,18,2025-03-22,551.34
Tea,Beverages,25.08,5,2025-05-30,125.4
Mango,Fruits,15.26,3,2024-08-01,45.78
Tea,Beverages,4.86,9,2025-03-23,43.74
Water,Beverages,26.22,12,2025-04-20,314.64
Chips,Snacks,25.02,19,2024-10-13,475.38
Spinach,Vegetables,44.63,14,2024-10-09,624.82
Cream,Dairy,2.25,11,2025-05-26,24.75
Water,Beverages,49.51,1,2025-04-04,49.51
Orange,Fruits,33.77,1,2025-02-15,33.77
Potato,Vegetables,40.45,8,2024-09-19,323.6
Mango,Fruits,8.98,1,2024-08-31,8.98
Milk,Dairy,10.26,5,2025-04-09,51.3
Orange,Fruits,15.64,9,2025-01-03,140.76
Tomato,Vegetables,35.72,8,2025-05-12,285.76
Juice,Beverages,34.41,20,2025-02-19,688.2
Butter,Dairy,6.27,9,2025-05-21,56.43
Coffee,Beverages,39.66,10,2025-02-23,396.6
Cookies,Snacks,14.59,10,2025-05-09,145.9
Tea,Beverages,44.39,8,2025-04-09,355.12
Carrot,Vegetables,30.24,18,2024-08-10,544.32
Apple,Fruits,1.59,16,2025-01-15,25.44
Tomato,Vegetables,26.39,4,2024-09-23,105.56
Orange,Fruits,11.98,17,2025-05-04,203.66
Water,Beverages,23.06,4,2024-12-17,92.24
Spinach,Vegetables,10.7,2,2025-03-30,21.4
Butter,Dairy,21.4,1,2025-02-04,21.4
Apple,Fruits,11.29,20,2025-06-20,225.8
Apple,Fruits,23.21,8,2025-05-19,185.68
Coffee,Beverages,25.18,13,2025-05-26,327.34
Popcorn,Snacks,16.97,7,2025-03-11,118.79
Tea,Beverages,20.31,7,2025-05-03,142.17
Cookies,Snacks,28.8,7,2024-12-23,201.6
Cookies,Snacks,28.83,11,2024-12-15,317.13
Yogurt,Dairy,48.88,16,2025-05-05,782.08
Apple,Fruits,3.04,18,2025-05-30,54.72
Spinach,Vegetables,47.77,4,2025-06-13,191.08
Banana,Fruits,42.47,2,2025-02-09,84.94
Chips,Snacks,32.74,2,2024-09-05,65.48
Popcorn,Snacks,36.83,19,2025-01-04,699.77
Mango,Fruits,28.98,9,2025-02-15,260.82
Chips,Snacks,31.2,7,2025-04-29,218.4
Onion,Vegetables,42.86,5,2025-06-12,214.3
Milk,Dairy,8.88,2,2024-07-10,17.76
Cheese,Dairy,30.17,8,2024-11-18,241.36
Tea,Beverages,14.15,8,2025-03-06,113.2
Apple,Fruits,21.85,17,2024-12-03,371.45
Yogurt,Dairy,20.9,14,2024-12-22,292.6
Orange,Fruits,42.92,17,2025-05-28,729.64
Coffee,Beverages,2.6,13,2024-07-26,33.8
Orange,Fruits,20.92,11,2024-10-25,230.12
Popcorn,Snacks,12.89,6,2024-07-20,77.34
Soda,Beverages,21.27,9,2024-09-24,191.43
Soda,Beverages,20.56,14,2025-04-14,287.84
Banana,Fruits,49.75,4,2024-08-30,199.0
Nuts,Snacks,49.45,15,2025-02-24,741.75
Mango,Fruits,28.99,15,2025-06-09,434.85
Spinach,Vegetables,8.23,9,2024-09-10,74.07
Water,Beverages,26.12,4,2024-11-19,104.48
Yogurt,Dairy,23.78,6,2025-02-14,142.68
Apple,Fruits,36.04,8,2024-07-11,288.32
Soda,Beverages,39.23,11,2025-04-30,431.53
Milk,Dairy,20.33,19,2024-08-24,386.27
Popcorn,Snacks,1.55,4,2024-09-08,6.2
Cookies,Snacks,46.06,18,2025-02-11,829.08
Granola Bar,Snacks,48.17,11,2025-01-23,529.87
Chips,Snacks,25.08,1,2025-01-01,25.08
Milk,Dairy,2.45,9,2024-07-22,22.05
Cream,Dairy,36.0,15,2024-07-08,540.0
Milk,Dairy,35.97,6,2024-09-28,215.82
Chips,Snacks,25.72,8,2024-07-04,205.76
Grapes,Fruits,7.6,9,2024-11-01,68.4
Onion,Vegetables,20.45,4,2024-10-18,81.8
Mango,Fruits,34.33,8,2025-03-21,274.64
Apple,Fruits,39.56,14,2024-08-27,553.84
Grapes,Fruits,28.4,20,2025-04-11,568.0
Cream,Dairy,37.04,7,2024-08-26,259.28
Chips,Snacks,13.0,19,2024-11-12,247.0
Grapes,Fruits,11.33,20,2025-01-04,226.6
Juice,Beverages,6.34,4,2025-02-18,25.36
Mango,Fruits,42.05,11,2025-05-31,462.55
Popcorn,Snacks,48.18,13,2024-08-31,626.34
Popcorn,Snacks,7.82,1,2024-11-23,7.82
Soda,Beverages,3.26,8,2024-09-07,26.08
Mango,Fruits,44.51,6,2025-03-24,267.06
Spinach,Vegetables,11.43,20,2024-11-03,228.6
Coffee,Beverages,26.93,6,2024-06-22,161.58
Tea,Beverages,16.01,5,2025-05-03,80.05
Apple,Fruits,48.24,7,2024-06-26,337.68
Apple,Fruits,10.19,19,2025-05-07,193.61
Cookies,Snacks,47.53,14,2025-02-08,665.42
Soda,Beverages,2.44,17,2024-11-05,41.48
Water,Beverages,17.24,18,2024-10-26,310.32
Onion,Vegetables,20.63,10,2024-11-28,206.3
Soda,Beverages,21.7,6,2025-02-04,130.2
Popcorn,Snacks,44.84,7,2024-10-30,313.88
Cheese,Dairy,11.48,4,2024-11-28,45.92
Grapes,Fruits,3.24,10,2024-07-04,32.4
Chips,Snacks,25.02,7,2025-05-22,175.14
Mango,Fruits,34.9,13,2025-01-29,453.7
Spinach,Vegetables,45.55,19,2024-11-15,865.45
Mango,Fruits,12.82,1,2024-12-29,12.82
Nuts,Snacks,25.26,1,2025-05-05,25.26
Popcorn,Snacks,29.7,9,2025-05-05,267.3
Potato,Vegetables,9.88,18,2024-12-24,177.84
Chips,Snacks,20.62,18,2024-08-28,371.16
Tea,Beverages,45.43,2,2025-02-10,90.86
Coffee,Beverages,23.47,5,2024-10-07,117.35
Water,Beverages,28.85,4,2024-10-05,115.4
Coffee,Beverages,26.63,11,2025-03-01,292.93
Grapes,Fruits,28.38,17,2025-03-04,482.46
Cheese,Dairy,6.25,2,2025-04-25,12.5
Cookies,Snacks,42.46,13,2025-01-02,551.98
Butter,Dairy,1.5,7,2025-06-21,10.5
Granola Bar,Snacks,31.1,4,2024-12-19,124.4
Orange,Fruits,29.86,8,2024-12-13,238.88
Cookies,Snacks,39.93,16,2024-08-02,638.88
Cheese,Dairy,43.99,19,2024-07-04,835.81
Popcorn,Snacks,29.01,11,2025-01-24,319.11
Grapes,Fruits,8.84,19,2025-01-30,167.96
Apple,Fruits,38.9,1,2025-06-05,38.9
Milk,Dairy,42.0,7,2025-01-09,294.0
Grapes,Fruits,19.43,3,2024-09-13,58.29
Milk,Dairy,19.32,9,2025-05-21,173.88
Spinach,Vegetables,26.11,16,2024-07-03,417.76
Apple,Fruits,12.74,7,2025-05-14,89.18
Grapes,Fruits,20.11,15,2025-05-01,301.65
Orange,Fruits,41.75,10,2025-04-28,417.5
Soda,Beverages,15.47,16,2025-03-18,247.52
Soda,Beverages,38.74,19,2024-09-14,736.06
Tea,Beverages,20.97,13,2025-06-12,272.61
Banana,Fruits,47.57,18,2025-05-12,856.26
Potato,Vegetables,34.05,14,2024-08-07,476.7
Potato,Vegetables,16.24,2,2025-02-05,32.48
Cream,Dairy,26.82,7,2025-01-25,187.74
Yogurt,Dairy,15.79,10,2024-08-12,157.9
Spinach,Vegetables,13.2,9,2024-11-23,118.8
Water,Beverages,13.94,10,2024-10-08,139.4
Butter,Dairy,18.19,17,2024-10-24,309.23
Granola Bar,Snacks,3.87,15,2025-06-10,58.05
Tomato,Vegetables,8.48,5,2025-03-23,42.4
Mango,Fruits,4.58,20,2024-08-18,91.6
Carrot,Vegetables,19.98,16,2025-02-21,319.68
Water,Beverages,26.13,17,2025-02-23,444.21
Nuts,Snacks,4.44,2,2025-05-28,8.88
Tomato,Vegetables,32.22,18,2024-12-15,579.96
Coffee,Beverages,23.09,19,2024-12-23,438.71
Potato,Vegetables,34.45,16,2025-02-17,551.2
Cream,Dairy,11.68,1,2024-10-16,11.68
Chips,Snacks,14.13,11,2025-02-26,155.43
Carrot,Vegetables,9.19,18,2024-07-18,165.42
Cream,Dairy,42.15,17,2025-04-16,716.55
Onion,Vegetables,6.24,8,2025-05-01,49.92
Butter,Dairy,16.49,6,2025-05-22,98.94
Tomato,Vegetables,3.86,13,2025-05-23,50.18
Cookies,Snacks,39.43,8,2025-04-12,315.44
Juice,Beverages,33.44,6,2025-03-01,200.64
Soda,Beverages,7.14,2,2025-03-01,14.28
Cream,Dairy,21.41,19,2024-11-24,406.79
Cream,Dairy,17.06,11,2025-01-31,187.66
Soda,Beverages,33.06,7,2025-05-22,231.42
Granola Bar,Snacks,33.73,3,2025-02-23,101.19
Apple,Fruits,21.01,6,2025-06-13,126.06
Water,Beverages,14.51,6,2024-09-11,87.06
Water,Beverages,19.68,15,2024-09-16,295.2
Butter,Dairy,23.54,8,2025-01-25,188.32
Mango,Fruits,19.9,6,2024-08-08,119.4
Juice,Beverages,7.07,5,2024-10-30,35.35
Soda,Beverages,42.63,17,2025-06-02,724.71
Potato,Vegetables,49.75,14,2025-04-02,696.5
Apple,Fruits,27.03,1,2024-09-26,27.03
Milk,Dairy,3.87,20,2025-02-10,77.4
Cheese,Dairy,40.45,3,2024-10-04,121.35
Milk,Dairy,2.38,18,2025-04-13,42.84
Juice,Beverages,32.69,10,2025-05-14,326.9
Mango,Fruits,8.7,12,2024-09-21,104.4
Popcorn,Snacks,28.01,11,2024-07-03,308.11
Cream,Dairy,28.64,5,2025-05-20,143.2
