Date,UPI ID,Amount,Type,Purpose
2025-05-04,paytm@upi,14829.11,Credit,Food Delivery
2025-04-30,paytm@upi,5198.82,Credit,Shopping
2025-01-23,paytm@upi,3479.56,Credit,Shopping
2025-05-11,phonepe@upi,10146.01,Credit,House Rent
2025-01-19,amazon@upi,13243.41,Credit,House Rent
2025-01-06,rentcollection@upi,10115.21,Debit,House Rent
2025-01-05,swiggy@upi,14670.89,Debit,Reimbursement
2025-04-27,rentcollection@upi,4591.81,Credit,Medical
2024-12-26,gpay@upi,2057.47,Credit,Subscription
2025-01-17,gpay@upi,7276.22,Credit,Shopping
2025-06-25,amazon@upi,2466.01,Credit,Medical
2025-01-02,swiggy@upi,12222.56,Credit,Shopping
2025-06-25,gpay@upi,4389.02,Credit,Medical
2025-05-22,gpay@upi,10076.38,Debit,Subscription
2025-06-21,amazon@upi,7530.16,Credit,Food Delivery
2025-01-16,paytm@upi,5175.03,Credit,House Rent
2025-01-03,gpay@upi,5328.92,Debit,Food Delivery
2025-06-08,gpay@upi,3353.36,Credit,Reimbursement
2025-04-21,phonepe@upi,12476.66,Debit,Shopping
2025-06-17,swiggy@upi,12883.89,Debit,Shopping
2025-05-30,phonepe@upi,6968.58,Credit,Shopping
2025-05-09,rentcollection@upi,14277.94,Credit,Subscription
2025-02-17,swiggy@upi,4300.42,Debit,Reimbursement
2025-04-16,gpay@upi,13848.47,Credit,House Rent
2025-05-07,swiggy@upi,4828.48,Credit,Medical
2025-06-18,rentcollection@upi,2894.25,Debit,House Rent
2025-06-12,amazon@upi,14202.65,Debit,Shopping
2025-04-07,paytm@upi,5502.29,Debit,Shopping
2025-06-04,rentcollection@upi,11956.66,Credit,House Rent
2025-05-16,gpay@upi,1101.48,Credit,House Rent
2025-01-14,phonepe@upi,14266.12,Debit,Reimbursement
2025-03-31,paytm@upi,9468.01,Credit,Shopping
2025-04-20,gpay@upi,12829.39,Debit,Shopping
2025-03-12,rentcollection@upi,13930.97,Debit,Medical
2025-05-27,paytm@upi,13507.09,Credit,Shopping
2025-06-21,swiggy@upi,11870.0,Debit,Reimbursement
2025-03-17,gpay@upi,10756.8,Credit,Subscription
2025-04-23,amazon@upi,14133.0,Debit,House Rent
2025-05-06,swiggy@upi,2411.2,Debit,Subscription
2025-06-06,amazon@upi,6503.61,Debit,Food Delivery
2025-06-19,paytm@upi,13270.41,Debit,Medical
2025-03-24,gpay@upi,2420.17,Debit,Reimbursement
2025-06-18,swiggy@upi,2396.52,Debit,Food Delivery
2025-03-03,swiggy@upi,9526.57,Debit,House Rent
2025-05-23,phonepe@upi,5493.51,Debit,Shopping
2025-04-20,amazon@upi,12181.47,Credit,Medical
2025-01-23,amazon@upi,10916.61,Credit,Reimbursement
2025-01-30,phonepe@upi,6741.69,Credit,Reimbursement
2025-05-07,rentcollection@upi,5473.06,Credit,Medical
2024-12-28,amazon@upi,4500.7,Debit,Shopping
2025-01-14,gpay@upi,14136.32,Debit,Subscription
2025-03-06,phonepe@upi,3985.32,Credit,Medical
2024-12-26,rentcollection@upi,13282.83,Credit,Food Delivery
2025-05-09,amazon@upi,7648.32,Credit,Medical
2025-02-15,swiggy@upi,11049.83,Debit,House Rent
2025-03-05,amazon@upi,10817.24,Credit,Food Delivery
2025-03-07,gpay@upi,12418.54,Debit,House Rent
2025-06-16,swiggy@upi,10867.49,Debit,Medical
2025-01-25,swiggy@upi,12035.05,Debit,Reimbursement
2025-06-18,rentcollection@upi,7407.13,Credit,House Rent
2025-05-22,swiggy@upi,2317.29,Debit,Reimbursement
2025-01-02,phonepe@upi,3755.86,Credit,Medical
2025-02-06,paytm@upi,10083.0,Credit,House Rent
2025-02-05,swiggy@upi,3813.82,Debit,Food Delivery
2025-03-19,gpay@upi,12363.75,Credit,Medical
2025-02-17,gpay@upi,14685.08,Debit,Reimbursement
2025-05-30,swiggy@upi,5608.45,Credit,Food Delivery
2025-04-28,paytm@upi,8039.16,Debit,Subscription
2025-02-09,gpay@upi,9585.42,Credit,House Rent
2025-03-04,phonepe@upi,7154.09,Credit,Shopping
2025-06-25,paytm@upi,1570.62,Credit,Food Delivery
2025-05-14,swiggy@upi,3631.43,Credit,Medical
2025-03-31,phonepe@upi,6924.08,Debit,Medical
2025-06-02,gpay@upi,5273.64,Credit,Reimbursement
2025-05-31,paytm@upi,844.94,Credit,Subscription
2025-06-23,rentcollection@upi,7519.4,Credit,Shopping
2025-05-31,gpay@upi,1438.31,Credit,House Rent
2025-03-25,gpay@upi,11296.85,Debit,Reimbursement
2025-05-18,rentcollection@upi,9054.21,Debit,Food Delivery
2025-05-12,swiggy@upi,12626.46,Debit,Subscription
2025-05-12,swiggy@upi,12810.5,Debit,Shopping
2025-01-19,phonepe@upi,2770.06,Debit,Reimbursement
2025-04-04,paytm@upi,3802.57,Credit,Reimbursement
2025-01-08,gpay@upi,4809.81,Credit,Shopping
2025-01-26,paytm@upi,12182.96,Credit,Food Delivery
2025-05-02,swiggy@upi,2058.81,Debit,Shopping
2025-04-21,swiggy@upi,1302.64,Credit,Reimbursement
2025-03-04,phonepe@upi,2157.01,Credit,House Rent
2025-02-05,swiggy@upi,923.28,Debit,Medical
2025-04-12,paytm@upi,3511.28,Debit,Food Delivery
2025-04-28,paytm@upi,8139.06,Credit,Reimbursement
2025-01-07,paytm@upi,11350.73,Credit,Medical
2025-01-09,amazon@upi,13967.47,Debit,Subscription
2025-05-28,swiggy@upi,3822.48,Debit,House Rent
2025-01-20,gpay@upi,3434.48,Credit,Medical
2025-01-18,paytm@upi,12496.49,Credit,Medical
2025-01-01,phonepe@upi,7731.92,Credit,House Rent
2025-03-02,gpay@upi,2273.36,Credit,Shopping
2025-01-22,rentcollection@upi,14467.21,Debit,Food Delivery
2024-12-26,rentcollection@upi,12653.83,Debit,Medical
2025-03-24,rentcollection@upi,3407.67,Credit,Medical
2025-05-03,gpay@upi,4489.04,Credit,Medical
2025-05-28,phonepe@upi,7892.15,Debit,Food Delivery
2025-01-10,amazon@upi,974.85,Debit,House Rent
2025-06-18,amazon@upi,8255.36,Debit,House Rent
2025-05-13,phonepe@upi,11726.55,Credit,Medical
2025-01-28,gpay@upi,2277.24,Debit,Reimbursement
2025-01-10,gpay@upi,11460.77,Credit,Medical
2025-01-27,swiggy@upi,4909.69,Credit,House Rent
2025-05-16,gpay@upi,14183.58,Credit,Shopping
2025-04-16,swiggy@upi,2117.36,Debit,Medical
2025-03-18,phonepe@upi,10519.6,Credit,Medical
2025-06-21,amazon@upi,8160.46,Credit,Shopping
2025-03-31,paytm@upi,6981.58,Credit,Subscription
2025-04-27,paytm@upi,2748.19,Debit,Shopping
2025-02-23,amazon@upi,10969.58,Debit,Reimbursement
2025-02-17,amazon@upi,11812.75,Credit,Food Delivery
2025-05-06,swiggy@upi,3083.0,Debit,Subscription
2025-03-26,swiggy@upi,12286.57,Credit,House Rent
2025-05-04,amazon@upi,6306.55,Credit,Shopping
2025-04-28,paytm@upi,14763.72,Credit,Subscription
2025-01-06,amazon@upi,12629.17,Credit,Reimbursement
2025-01-08,paytm@upi,3573.79,Debit,House Rent
2025-03-26,gpay@upi,6326.32,Debit,Shopping
2025-02-12,amazon@upi,10107.05,Credit,Shopping
2025-05-22,rentcollection@upi,10943.76,Credit,House Rent
2025-02-08,paytm@upi,10192.66,Credit,House Rent
2025-06-03,rentcollection@upi,11429.92,Credit,Food Delivery
2025-04-25,rentcollection@upi,7617.4,Debit,House Rent
2025-04-19,paytm@upi,9154.76,Credit,House Rent
2025-01-17,gpay@upi,10087.54,Credit,Medical
2025-03-29,paytm@upi,13315.6,Debit,Food Delivery
2025-06-10,phonepe@upi,14192.53,Credit,Subscription
2025-03-05,amazon@upi,13314.81,Credit,Medical
2025-06-15,amazon@upi,7334.41,Credit,Subscription
2025-06-06,swiggy@upi,2693.48,Debit,House Rent
2025-04-09,swiggy@upi,12195.79,Credit,Reimbursement
2025-04-07,amazon@upi,9479.46,Debit,Shopping
2025-01-17,rentcollection@upi,14412.28,Debit,Food Delivery
2025-06-10,phonepe@upi,3957.13,Credit,Medical
2025-03-31,amazon@upi,1126.91,Debit,Reimbursement
2025-02-05,rentcollection@upi,2230.26,Debit,Subscription
2025-02-23,amazon@upi,13296.29,Credit,Shopping
2025-03-28,paytm@upi,9772.69,Debit,Reimbursement
2025-01-17,swiggy@upi,7469.13,Credit,Shopping
2025-03-17,paytm@upi,13220.69,Credit,House Rent
2025-04-19,amazon@upi,7519.32,Debit,Shopping
2025-06-03,swiggy@upi,13616.46,Credit,Reimbursement
2024-12-26,paytm@upi,12567.75,Credit,Subscription
2025-01-25,phonepe@upi,1156.06,Credit,Medical
2025-06-02,amazon@upi,9440.67,Credit,Medical
2025-02-08,amazon@upi,8512.63,Debit,House Rent
2025-04-27,amazon@upi,944.87,Debit,Food Delivery
2025-03-21,amazon@upi,1095.18,Debit,Reimbursement
2025-02-20,gpay@upi,11988.18,Credit,Shopping
2025-01-22,phonepe@upi,10662.41,Debit,Reimbursement
2025-03-08,rentcollection@upi,10038.47,Debit,Shopping
2025-03-09,amazon@upi,12912.87,Credit,Reimbursement
2025-05-16,amazon@upi,14405.67,Credit,Reimbursement
2025-06-05,amazon@upi,12321.58,Debit,Medical
2025-06-07,rentcollection@upi,9200.34,Debit,Shopping
2025-05-27,rentcollection@upi,14055.6,Credit,Food Delivery
2025-01-13,phonepe@upi,10596.19,Debit,Shopping
2025-06-23,rentcollection@upi,13605.56,Debit,Subscription
2025-03-06,gpay@upi,14611.9,Credit,Reimbursement
2025-03-29,phonepe@upi,2145.39,Debit,House Rent
2025-04-04,phonepe@upi,13067.78,Debit,Subscription
2025-01-29,amazon@upi,5563.62,Credit,Subscription
2025-05-27,gpay@upi,5386.38,Credit,Reimbursement
2025-03-23,amazon@upi,4624.58,Credit,Food Delivery
2025-01-20,rentcollection@upi,8104.88,Credit,House Rent
2025-02-16,gpay@upi,3097.21,Debit,Subscription
2025-06-23,rentcollection@upi,2057.85,Debit,House Rent
2025-06-25,paytm@upi,12666.98,Debit,Shopping
2025-05-22,phonepe@upi,2803.22,Debit,Subscription
2025-04-04,swiggy@upi,11254.49,Credit,Medical
2025-02-24,rentcollection@upi,8117.16,Debit,Food Delivery
2025-01-17,amazon@upi,1011.64,Credit,Medical
2025-02-05,gpay@upi,6861.01,Debit,Food Delivery
2025-04-20,paytm@upi,5126.0,Debit,Reimbursement
2025-04-17,rentcollection@upi,4417.9,Credit,Medical
2025-05-17,paytm@upi,2270.5,Credit,Food Delivery
2025-06-04,gpay@upi,4928.27,Debit,Medical
2025-02-23,gpay@upi,14333.01,Debit,Medical
2025-02-05,phonepe@upi,11616.85,Credit,Food Delivery
2025-04-10,rentcollection@upi,10446.43,Debit,Shopping
2025-02-21,amazon@upi,9306.26,Credit,Reimbursement
2025-01-20,amazon@upi,14633.98,Debit,Subscription
2024-12-31,amazon@upi,6287.61,Credit,Medical
2025-05-19,gpay@upi,6946.8,Credit,Reimbursement
2025-03-09,amazon@upi,6325.41,Debit,House Rent
2025-03-23,gpay@upi,11134.22,Credit,Reimbursement
2025-04-17,paytm@upi,5852.32,Debit,Medical
2025-01-09,gpay@upi,12174.61,Credit,Food Delivery
2025-02-11,phonepe@upi,12601.99,Debit,Food Delivery
2025-05-10,gpay@upi,3190.5,Credit,Shopping
2025-02-20,phonepe@upi,14547.88,Credit,Food Delivery
2025-05-20,amazon@upi,13343.25,Debit,House Rent
2025-03-24,amazon@upi,5052.17,Debit,Subscription
2025-05-14,rentcollection@upi,7275.79,Credit,Reimbursement
2025-04-09,amazon@upi,4566.59,Debit,House Rent
2025-05-23,phonepe@upi,14467.89,Credit,Medical
2025-04-05,amazon@upi,1112.57,Debit,Medical
2025-04-25,swiggy@upi,12024.94,Debit,House Rent
2025-03-27,rentcollection@upi,11117.98,Debit,House Rent
2025-03-31,rentcollection@upi,7851.93,Debit,Subscription
2025-02-15,paytm@upi,13359.78,Credit,Food Delivery
2024-12-26,swiggy@upi,2815.03,Debit,Reimbursement
2025-06-04,gpay@upi,9581.92,Debit,Shopping
2025-02-03,paytm@upi,11826.43,Credit,Subscription
2025-01-11,amazon@upi,8195.7,Debit,Shopping
2025-06-06,rentcollection@upi,2042.76,Credit,Reimbursement
2025-02-26,paytm@upi,1160.85,Debit,Medical
2025-02-05,gpay@upi,4244.93,Credit,Shopping
2025-04-08,paytm@upi,10096.23,Debit,Medical
2025-02-10,amazon@upi,13940.91,Credit,Reimbursement
2025-02-23,rentcollection@upi,11264.18,Debit,Subscription
2025-03-17,gpay@upi,967.95,Debit,Food Delivery
2025-06-20,gpay@upi,389.51,Credit,Food Delivery
2025-01-04,rentcollection@upi,2243.48,Credit,Subscription
2025-03-28,paytm@upi,13524.74,Debit,Food Delivery
2025-01-22,phonepe@upi,14714.58,Credit,Food Delivery
2025-01-08,gpay@upi,13368.71,Debit,Shopping
2025-03-13,phonepe@upi,3716.94,Debit,Reimbursement
2025-06-18,swiggy@upi,2700.35,Credit,Food Delivery
2025-04-03,paytm@upi,13920.35,Credit,Subscription
2025-01-17,gpay@upi,2412.83,Credit,House Rent
2025-05-12,amazon@upi,10918.11,Debit,Shopping
2025-04-22,swiggy@upi,7319.0,Credit,House Rent
2025-05-24,amazon@upi,3954.51,Credit,Reimbursement
2025-04-05,amazon@upi,4602.67,Credit,Food Delivery
2025-05-24,paytm@upi,4780.61,Credit,Subscription
2025-04-29,amazon@upi,14811.27,Debit,Shopping
2025-04-06,gpay@upi,2985.45,Debit,Reimbursement
2025-04-10,phonepe@upi,6379.12,Credit,House Rent
2025-04-14,rentcollection@upi,9791.19,Credit,Shopping
2025-03-18,gpay@upi,1375.58,Debit,Reimbursement
2025-03-07,gpay@upi,9325.18,Debit,Medical
2025-05-28,gpay@upi,11086.11,Credit,Medical
2025-06-11,gpay@upi,7636.64,Credit,Medical
2025-04-07,amazon@upi,10356.91,Credit,Shopping
2025-03-07,gpay@upi,6233.75,Debit,Food Delivery
2025-05-12,gpay@upi,320.67,Credit,Subscription
2025-05-26,rentcollection@upi,9292.57,Debit,Medical
2025-05-05,paytm@upi,10124.34,Debit,Reimbursement
2025-03-24,phonepe@upi,2782.47,Debit,Reimbursement
2025-02-08,phonepe@upi,6118.74,Debit,Food Delivery
2025-05-01,amazon@upi,272.78,Debit,Reimbursement
2024-12-30,amazon@upi,11428.48,Credit,Reimbursement
2025-03-29,swiggy@upi,726.63,Debit,Subscription
2025-01-28,paytm@upi,14926.84,Debit,Medical
2025-03-09,phonepe@upi,6670.11,Debit,Food Delivery
2025-01-14,paytm@upi,5229.11,Debit,Food Delivery
2025-06-12,gpay@upi,6305.43,Credit,Food Delivery
2025-06-03,phonepe@upi,9970.02,Debit,Food Delivery
2025-01-31,gpay@upi,1983.46,Credit,Food Delivery
2025-06-24,gpay@upi,2439.8,Credit,Reimbursement
2025-04-22,paytm@upi,7633.4,Debit,House Rent
2025-02-10,paytm@upi,8812.05,Debit,Reimbursement
2025-02-18,swiggy@upi,11039.57,Debit,Shopping
2025-05-17,paytm@upi,4896.39,Credit,Food Delivery
2025-05-25,amazon@upi,5280.78,Debit,Food Delivery
2025-02-12,rentcollection@upi,1732.57,Debit,Food Delivery
2025-03-29,phonepe@upi,5308.79,Debit,Reimbursement
2025-06-09,swiggy@upi,11704.32,Debit,Subscription
2025-01-18,rentcollection@upi,1115.32,Credit,Subscription
2025-06-25,swiggy@upi,12501.87,Debit,Medical
2025-05-19,paytm@upi,10473.02,Credit,House Rent
2025-05-11,paytm@upi,1788.9,Credit,Food Delivery
2025-01-13,paytm@upi,7074.42,Debit,Food Delivery
2025-02-21,swiggy@upi,5817.66,Debit,Food Delivery
2025-02-25,rentcollection@upi,8573.17,Credit,Subscription
2025-05-30,rentcollection@upi,4894.08,Credit,Medical
2025-06-12,phonepe@upi,14616.27,Credit,Food Delivery
2025-03-25,phonepe@upi,1657.5,Credit,Reimbursement
2025-05-14,rentcollection@upi,6122.25,Debit,Food Delivery
2025-05-20,amazon@upi,12452.89,Credit,Medical
2025-05-04,paytm@upi,9510.95,Debit,House Rent
2025-02-19,rentcollection@upi,542.71,Credit,Medical
2025-02-12,paytm@upi,13810.65,Credit,House Rent
2025-03-21,phonepe@upi,14651.73,Credit,Reimbursement
2025-03-03,paytm@upi,5702.95,Credit,Shopping
2025-01-29,amazon@upi,12548.39,Debit,Reimbursement
2025-03-04,gpay@upi,4832.8,Debit,Shopping
2024-12-31,phonepe@upi,12430.7,Debit,Shopping
2025-05-05,swiggy@upi,1897.78,Credit,House Rent
2025-04-10,paytm@upi,2131.76,Debit,House Rent
2025-04-08,phonepe@upi,5993.76,Credit,Reimbursement
2025-06-01,rentcollection@upi,3852.82,Debit,Medical
2025-04-13,phonepe@upi,13119.56,Debit,Food Delivery
2025-06-02,amazon@upi,5927.76,Debit,Subscription
2025-01-17,paytm@upi,1399.09,Credit,Food Delivery
2025-02-05,paytm@upi,7521.29,Credit,Food Delivery
2024-12-25,paytm@upi,14430.73,Credit,Food Delivery
2025-04-29,gpay@upi,12088.74,Debit,Medical
2025-01-04,phonepe@upi,13385.14,Debit,Food Delivery
2025-06-17,phonepe@upi,8725.78,Debit,Shopping
2025-03-13,amazon@upi,13160.78,Debit,Food Delivery
2025-01-18,amazon@upi,11629.05,Debit,House Rent
2025-05-21,swiggy@upi,1760.99,Debit,House Rent
2025-06-16,amazon@upi,481.32,Credit,Food Delivery
2025-04-23,phonepe@upi,166.07,Debit,Reimbursement
2025-04-24,paytm@upi,777.34,Debit,Subscription
2025-05-31,swiggy@upi,3112.34,Credit,Reimbursement
2025-03-28,paytm@upi,4584.62,Debit,House Rent
2025-02-21,swiggy@upi,6599.45,Credit,Shopping
2025-04-28,swiggy@upi,3667.74,Debit,Food Delivery
2025-02-17,gpay@upi,7218.62,Debit,Medical
2025-06-16,gpay@upi,7177.55,Credit,House Rent
2025-03-14,amazon@upi,9761.67,Debit,Food Delivery
2025-06-10,rentcollection@upi,11378.59,Debit,Shopping
2025-04-19,phonepe@upi,2078.64,Debit,Shopping
2025-03-18,swiggy@upi,12112.24,Credit,Reimbursement
2025-05-15,phonepe@upi,8851.13,Credit,House Rent
2025-01-16,gpay@upi,12341.57,Debit,Reimbursement
2025-04-05,amazon@upi,12841.78,Debit,Shopping
2025-04-17,rentcollection@upi,1847.97,Debit,Subscription
2025-05-09,rentcollection@upi,10388.9,Debit,Subscription
2025-06-02,swiggy@upi,4667.62,Debit,Shopping
2025-05-05,rentcollection@upi,940.78,Debit,Subscription
2025-05-12,gpay@upi,8210.13,Credit,Food Delivery
2024-12-31,amazon@upi,1479.75,Credit,Subscription
2025-02-17,rentcollection@upi,1709.28,Debit,Subscription
2025-04-08,rentcollection@upi,681.76,Credit,House Rent
2025-05-29,amazon@upi,13811.43,Debit,House Rent
2025-03-04,amazon@upi,6378.36,Credit,Food Delivery
2025-03-08,phonepe@upi,12103.57,Debit,Medical
2024-12-31,amazon@upi,7870.83,Credit,Medical
2025-04-08,amazon@upi,1677.89,Credit,House Rent
2025-05-12,paytm@upi,3471.15,Credit,Reimbursement
2025-04-21,phonepe@upi,13696.49,Credit,Reimbursement
2025-01-21,gpay@upi,10939.12,Credit,Medical
2025-06-16,paytm@upi,4801.61,Credit,Subscription
2025-06-11,phonepe@upi,6090.4,Credit,Shopping
2025-01-24,amazon@upi,5822.91,Credit,Shopping
2025-04-23,paytm@upi,11678.49,Debit,Food Delivery
2025-04-11,paytm@upi,2322.55,Debit,Shopping
2025-03-21,gpay@upi,8125.78,Credit,Medical
2025-02-24,phonepe@upi,13072.44,Debit,Food Delivery
2025-05-19,rentcollection@upi,13713.81,Credit,Shopping
2025-01-20,phonepe@upi,11480.24,Debit,House Rent
2025-04-30,paytm@upi,1658.02,Debit,Subscription
2025-06-13,phonepe@upi,8959.68,Debit,Food Delivery
2025-04-09,phonepe@upi,9551.2,Debit,House Rent
2025-04-15,phonepe@upi,1905.36,Debit,Shopping
2025-01-25,phonepe@upi,9660.53,Debit,Food Delivery
2025-01-18,amazon@upi,3536.21,Credit,Subscription
2025-05-28,phonepe@upi,8198.47,Credit,Food Delivery
2025-03-18,phonepe@upi,13382.76,Credit,Reimbursement
2025-04-18,gpay@upi,8595.23,Debit,Subscription
2025-05-02,phonepe@upi,14812.87,Debit,Food Delivery
2025-06-06,swiggy@upi,13941.85,Credit,Reimbursement
2025-05-14,rentcollection@upi,9189.48,Debit,Medical
2025-04-20,amazon@upi,5172.01,Credit,Reimbursement
2025-03-06,rentcollection@upi,5970.79,Debit,House Rent
2025-01-02,gpay@upi,14038.52,Debit,Medical
2025-04-13,phonepe@upi,2576.04,Debit,Reimbursement
2025-02-15,amazon@upi,3104.1,Credit,Food Delivery
2025-01-04,gpay@upi,9055.53,Debit,Shopping
2025-03-01,rentcollection@upi,3128.8,Credit,Medical
2025-02-24,rentcollection@upi,5967.1,Debit,Shopping
2025-06-14,rentcollection@upi,1644.53,Debit,House Rent
2025-05-20,paytm@upi,4756.92,Debit,Subscription
2025-06-05,gpay@upi,12565.2,Credit,Medical
2025-02-11,amazon@upi,4973.17,Debit,Food Delivery
2025-03-28,amazon@upi,3678.45,Credit,Reimbursement
2025-02-13,amazon@upi,3112.99,Credit,Food Delivery
2025-05-31,swiggy@upi,11838.59,Credit,House Rent
2025-04-07,swiggy@upi,3651.12,Debit,Medical
2025-02-13,gpay@upi,8700.18,Debit,Food Delivery
2025-02-18,rentcollection@upi,2196.77,Credit,Medical
2025-01-24,rentcollection@upi,10546.06,Debit,Reimbursement
2025-05-31,paytm@upi,11072.21,Debit,Reimbursement
2025-06-11,amazon@upi,2467.79,Debit,Shopping
2025-02-16,amazon@upi,6470.71,Debit,Medical
2025-06-25,paytm@upi,5806.49,Credit,Reimbursement
2025-05-28,rentcollection@upi,1063.83,Debit,Food Delivery
2025-04-18,gpay@upi,13612.24,Debit,Subscription
2025-04-27,paytm@upi,1900.15,Credit,Reimbursement
2025-03-02,gpay@upi,3699.13,Debit,Subscription
2025-04-12,rentcollection@upi,3762.19,Credit,Medical
2025-03-01,phonepe@upi,3214.33,Credit,Shopping
2025-06-11,swiggy@upi,4196.54,Credit,Shopping
2025-02-12,rentcollection@upi,14032.25,Debit,Subscription
2025-03-14,paytm@upi,13463.15,Credit,Reimbursement
2025-04-21,gpay@upi,3105.39,Credit,Shopping
2025-01-09,rentcollection@upi,8046.08,Debit,Subscription
2025-03-06,gpay@upi,11622.27,Debit,Shopping
2025-04-18,amazon@upi,6125.28,Debit,Food Delivery
2025-05-03,gpay@upi,2434.26,Credit,House Rent
2025-02-16,amazon@upi,8159.84,Credit,Subscription
2025-03-18,phonepe@upi,14618.91,Credit,House Rent
2025-06-10,paytm@upi,3420.46,Credit,Shopping
2025-02-18,phonepe@upi,5465.8,Credit,Reimbursement
2025-01-18,rentcollection@upi,14797.34,Credit,House Rent
2025-05-21,amazon@upi,7246.05,Debit,Food Delivery
2025-02-22,rentcollection@upi,13725.84,Credit,Reimbursement
2025-05-21,phonepe@upi,652.21,Credit,Shopping
2025-02-16,phonepe@upi,10714.43,Credit,Medical
2025-02-13,swiggy@upi,12217.89,Debit,Subscription
2025-06-01,amazon@upi,3610.95,Credit,Subscription
2025-04-06,phonepe@upi,6948.68,Credit,Medical
2025-04-27,phonepe@upi,343.55,Debit,Reimbursement
2025-02-08,rentcollection@upi,5578.0,Debit,Medical
2025-03-16,gpay@upi,13521.73,Debit,Subscription
2025-03-28,swiggy@upi,12225.86,Debit,Food Delivery
2025-06-17,phonepe@upi,12573.36,Debit,Reimbursement
2025-05-30,amazon@upi,4136.63,Debit,Reimbursement
2025-05-28,swiggy@upi,4412.88,Debit,House Rent
2025-01-17,rentcollection@upi,14864.03,Credit,Shopping
2025-01-10,phonepe@upi,886.2,Debit,Shopping
2025-03-12,swiggy@upi,12258.74,Debit,Medical
2025-01-10,paytm@upi,545.75,Credit,Shopping
2025-04-06,gpay@upi,255.88,Credit,Reimbursement
2025-02-25,paytm@upi,8711.92,Credit,Shopping
2025-06-14,phonepe@upi,11953.91,Debit,Reimbursement
2025-03-18,swiggy@upi,7142.8,Credit,Food Delivery
2025-04-20,swiggy@upi,2626.25,Debit,Reimbursement
2025-05-28,amazon@upi,4630.68,Debit,Medical
2025-05-25,gpay@upi,2817.48,Credit,Shopping
2024-12-30,rentcollection@upi,1945.4,Debit,House Rent
2025-02-10,amazon@upi,4892.78,Credit,Subscription
2025-02-12,swiggy@upi,8331.17,Debit,Medical
2025-05-11,swiggy@upi,7570.71,Credit,Reimbursement
2025-02-09,swiggy@upi,2043.35,Debit,Medical
2025-04-08,phonepe@upi,1109.38,Debit,Shopping
2025-05-12,swiggy@upi,6510.38,Credit,Subscription
2025-06-10,phonepe@upi,5596.26,Credit,Reimbursement
2025-03-23,rentcollection@upi,2501.6,Credit,Subscription
2025-05-25,rentcollection@upi,919.25,Debit,Food Delivery
2025-03-26,rentcollection@upi,2995.33,Credit,Medical
2025-05-29,paytm@upi,8344.87,Debit,Subscription
2025-06-24,rentcollection@upi,12521.02,Debit,Medical
2025-02-05,phonepe@upi,4164.38,Credit,Medical
2025-02-15,phonepe@upi,2666.85,Credit,Food Delivery
