Date,Description,Debit (INR),Credit (INR),Balance
2025-03-13,Insurance Premium,15109.34,,-4269634.84
2025-04-13,Flight Booking,7557.22,,-4277192.06
2025-03-10,UPI to Zomato,12398.09,,-4289590.15
2025-05-06,Fuel,12958.08,,-4302548.23
2025-03-10,Medical Expense,2729.83,,-4305278.06
2025-01-27,Flight Booking,17520.09,,-4322798.15
2025-03-03,Salary Credited,,16663.37,-4306134.78
2025-02-16,Salary Credited,,2345.16,-4303789.62
2025-03-28,UPI to Zomato,13888.61,,-4317678.23
2025-05-06,Electricity Bill,10706.82,,-4328385.05
2025-02-11,Fuel,4694.88,,-4333079.93
2025-01-16,Medical Expense,17481.07,,-4350561.0
2025-03-07,Electricity Bill,4397.93,,-4354958.93
2025-02-22,SIP Investment,683.57,,-4355642.5
2025-05-20,Salary Credited,,2742.92,-4352899.58
2025-05-19,Salary Credited,,5563.05,-4347336.53
2025-05-14,Insurance Premium,12462.97,,-4359799.5
2025-02-17,UPI to Zomato,14851.11,,-4374650.61
2025-05-19,Insurance Premium,5227.01,,-4379877.62
2025-04-03,Amazon Purchase,18632.31,,-4398509.93
2025-06-25,Electricity Bill,12962.36,,-4411472.29
2025-01-23,Electricity Bill,5127.12,,-4416599.41
2025-05-12,Salary Credited,,16084.07,-4400515.34
2025-04-04,Salary Credited,,5092.85,-4395422.49
2025-04-21,Salary Credited,,6968.93,-4388453.56
2025-06-04,Amazon Purchase,18099.99,,-4406553.55
2025-02-28,Medical Expense,14447.29,,-4421000.84
2025-03-18,Salary Credited,,8559.29,-4412441.55
2024-12-28,Credit Card Payment,13593.0,,-4426034.55
2024-12-26,Fuel,1838.02,,-4427872.57
2025-02-24,Medical Expense,2487.71,,-4430360.28
2025-03-12,Credit Card Payment,9272.3,,-4439632.58
2025-06-17,UPI to Zomato,14318.77,,-4453951.35
2025-03-30,Flight Booking,15655.23,,-4469606.58
2025-01-24,Salary Credited,,19157.18,-4450449.4
2025-04-30,Medical Expense,1350.78,,-4451800.18
2025-03-09,UPI to Zomato,18783.49,,-4470583.67
2025-06-14,Fuel,9546.19,,-4480129.86
2025-05-22,Insurance Premium,15800.85,,-4495930.71
2025-02-05,Salary Credited,,11852.41,-4484078.3
2025-06-22,Fuel,9732.13,,-4493810.43
2025-03-15,Salary Credited,,6463.93,-4487346.5
2025-03-06,Credit Card Payment,12140.78,,-4499487.28
2025-02-23,Amazon Purchase,17412.09,,-4516899.37
2025-02-09,Medical Expense,17264.49,,-4534163.86
2025-05-31,Electricity Bill,2350.09,,-4536513.95
2025-04-22,Credit Card Payment,7608.62,,-4544122.57
2025-02-07,Amazon Purchase,14945.77,,-4559068.34
2025-01-11,SIP Investment,7917.38,,-4566985.72
2025-02-06,Amazon Purchase,19508.39,,-4586494.11
2025-01-19,Medical Expense,4896.56,,-4591390.67
2025-02-15,Flight Booking,16577.04,,-4607967.71
2025-01-24,SIP Investment,1833.75,,-4609801.46
2025-01-09,SIP Investment,7658.63,,-4617460.09
2025-04-01,Amazon Purchase,16410.82,,-4633870.91
2025-05-18,Amazon Purchase,19061.51,,-4652932.42
2025-04-07,Flight Booking,10427.77,,-4663360.19
2025-02-25,UPI to Zomato,6575.13,,-4669935.32
2025-01-20,Medical Expense,555.37,,-4670490.69
2025-02-17,Flight Booking,15757.41,,-4686248.1
2025-04-01,SIP Investment,15499.55,,-4701747.65
2025-02-07,Electricity Bill,3321.99,,-4705069.64
2025-01-10,Amazon Purchase,9651.0,,-4714720.64
2025-03-24,Amazon Purchase,15408.11,,-4730128.75
2025-04-19,Fuel,14820.62,,-4744949.37
2025-04-16,Amazon Purchase,9536.23,,-4754485.6
2025-06-24,Amazon Purchase,4423.62,,-4758909.22
2025-05-07,UPI to Zomato,12855.39,,-4771764.61
2025-05-02,Amazon Purchase,16673.51,,-4788438.12
2025-04-30,Salary Credited,,19805.01,-4768633.11
2025-01-27,Credit Card Payment,9122.52,,-4777755.63
2025-06-20,SIP Investment,18681.74,,-4796437.37
2025-02-21,Fuel,12000.62,,-4808437.99
2025-04-05,UPI to Zomato,15468.94,,-4823906.93
2025-06-07,Fuel,12816.36,,-4836723.29
2025-05-24,Fuel,14423.42,,-4851146.71
2025-01-16,Medical Expense,14026.58,,-4865173.29
2025-05-12,SIP Investment,12971.65,,-4878144.94
2025-01-11,Credit Card Payment,16264.32,,-4894409.26
2025-02-27,Insurance Premium,8885.2,,-4903294.46
2024-12-27,UPI to Zomato,5815.57,,-4909110.03
2025-05-20,Salary Credited,,1025.8,-4908084.23
2025-04-18,Electricity Bill,19813.25,,-4927897.48
2025-06-07,Credit Card Payment,6263.42,,-4934160.9
2025-01-13,UPI to Zomato,14323.17,,-4948484.07
2025-04-10,SIP Investment,18715.76,,-4967199.83
2025-05-09,Electricity Bill,4508.25,,-4971708.08
2025-02-14,Credit Card Payment,6054.2,,-4977762.28
2025-05-25,Credit Card Payment,13655.09,,-4991417.37
2025-01-23,Salary Credited,,7579.54,-4983837.83
2024-12-29,UPI to Zomato,12031.11,,-4995868.94
2025-03-30,Flight Booking,6371.94,,-5002240.88
2025-02-11,Fuel,18961.83,,-5021202.71
2025-03-22,Medical Expense,14868.61,,-5036071.32
2025-06-15,Fuel,6669.18,,-5042740.5
2025-01-21,Electricity Bill,12422.23,,-5055162.73
2025-04-05,SIP Investment,6558.3,,-5061721.03
2025-01-29,Insurance Premium,10152.24,,-5071873.27
2025-04-28,SIP Investment,16450.74,,-5088324.01
2025-05-25,Credit Card Payment,3631.81,,-5091955.82
2025-05-30,Flight Booking,12883.55,,-5104839.37
2025-03-31,Amazon Purchase,4033.1,,-5108872.47
2025-01-02,Insurance Premium,11435.05,,-5120307.52
2025-05-07,Salary Credited,,10145.33,-5110162.19
2025-04-12,UPI to Zomato,15458.79,,-5125620.98
2025-04-18,Insurance Premium,13864.87,,-5139485.85
2025-04-02,UPI to Zomato,13576.81,,-5153062.66
2025-01-25,Amazon Purchase,18784.55,,-5171847.21
2025-03-12,Insurance Premium,7646.84,,-5179494.05
2025-02-24,Insurance Premium,4669.27,,-5184163.32
2025-04-24,Insurance Premium,15974.42,,-5200137.74
2025-04-13,SIP Investment,6427.6,,-5206565.34
2025-02-07,SIP Investment,4757.95,,-5211323.29
2025-04-16,Flight Booking,1525.73,,-5212849.02
2025-03-30,SIP Investment,3569.84,,-5216418.86
2024-12-26,Credit Card Payment,19823.77,,-5236242.63
2025-06-07,UPI to Zomato,7183.6,,-5243426.23
2025-04-28,Insurance Premium,3165.54,,-5246591.77
2025-01-20,SIP Investment,8647.93,,-5255239.7
2025-02-08,Electricity Bill,6320.53,,-5261560.23
2025-01-08,Insurance Premium,8018.25,,-5269578.48
2025-02-07,Medical Expense,16846.06,,-5286424.54
2025-05-27,UPI to Zomato,15380.8,,-5301805.34
2025-02-25,Flight Booking,11411.35,,-5313216.69
2025-04-07,Medical Expense,4520.46,,-5317737.15
2025-05-15,Salary Credited,,14027.89,-5303709.26
2025-01-08,SIP Investment,18705.01,,-5322414.27
2025-05-06,UPI to Zomato,9542.12,,-5331956.39
2025-04-26,Insurance Premium,18542.42,,-5350498.81
2025-06-12,Fuel,6419.22,,-5356918.03
2025-03-29,Salary Credited,,3843.12,-5353074.91
2025-01-23,Credit Card Payment,18920.05,,-5371994.96
2025-01-07,Insurance Premium,18055.4,,-5390050.36
2025-06-05,UPI to Zomato,4625.37,,-5394675.73
2025-04-27,UPI to Zomato,764.93,,-5395440.66
2025-02-27,Electricity Bill,2638.43,,-5398079.09
2025-05-13,Flight Booking,14173.03,,-5412252.12
2025-03-25,Credit Card Payment,4964.04,,-5417216.16
2025-04-09,Electricity Bill,17186.21,,-5434402.37
2025-02-03,Fuel,4474.27,,-5438876.64
2025-01-05,Medical Expense,15954.9,,-5454831.54
2025-05-02,Amazon Purchase,832.73,,-5455664.27
2025-02-27,Credit Card Payment,11972.33,,-5467636.6
2024-12-28,Medical Expense,6617.32,,-5474253.92
2025-03-16,Credit Card Payment,15196.42,,-5489450.34
2025-03-25,SIP Investment,6454.64,,-5495904.98
2025-06-08,Salary Credited,,13677.24,-5482227.74
2025-04-30,Fuel,3947.9,,-5486175.64
2025-03-03,Amazon Purchase,3278.5,,-5489454.14
2025-05-16,Insurance Premium,4178.3,,-5493632.44
2025-01-28,Salary Credited,,16258.08,-5477374.36
2025-05-26,SIP Investment,15607.5,,-5492981.86
2025-04-12,Amazon Purchase,6769.05,,-5499750.91
2025-06-14,SIP Investment,12238.41,,-5511989.32
2025-05-22,UPI to Zomato,17266.84,,-5529256.16
2025-05-06,SIP Investment,1588.85,,-5530845.01
2025-01-14,Electricity Bill,8823.1,,-5539668.11
2025-05-04,Flight Booking,6664.33,,-5546332.44
2025-05-05,SIP Investment,8605.44,,-5554937.88
2024-12-27,Amazon Purchase,13865.97,,-5568803.85
2025-04-23,Medical Expense,7785.03,,-5576588.88
2025-03-18,Insurance Premium,2906.15,,-5579495.03
2025-05-26,Electricity Bill,9029.61,,-5588524.64
2025-03-26,SIP Investment,789.08,,-5589313.72
2025-03-20,Flight Booking,11105.28,,-5600419.0
2025-03-02,Medical Expense,13955.69,,-5614374.69
2025-04-11,Medical Expense,15080.15,,-5629454.84
2025-05-16,Salary Credited,,3523.92,-5625930.92
2025-01-17,Electricity Bill,16241.42,,-5642172.34
2025-06-08,UPI to Zomato,9088.08,,-5651260.42
2025-05-04,Salary Credited,,7484.59,-5643775.83
2025-03-28,Flight Booking,4759.61,,-5648535.44
2025-04-03,Flight Booking,1672.07,,-5650207.51
2025-06-24,UPI to Zomato,12785.46,,-5662992.97
2025-01-25,Amazon Purchase,14287.6,,-5677280.57
2025-02-01,SIP Investment,5829.88,,-5683110.45
2025-06-12,Fuel,11727.66,,-5694838.11
2025-02-15,Insurance Premium,9796.14,,-5704634.25
2025-01-25,Flight Booking,5269.06,,-5709903.31
2025-05-18,Salary Credited,,18252.37,-5691650.94
2025-03-01,Fuel,4177.59,,-5695828.53
2025-03-20,Amazon Purchase,518.79,,-5696347.32
2025-03-14,Amazon Purchase,6090.63,,-5702437.95
2025-03-31,Insurance Premium,3059.5,,-5705497.45
2025-02-08,Salary Credited,,16657.81,-5688839.64
2025-02-04,Insurance Premium,10682.14,,-5699521.78
2025-02-17,Credit Card Payment,17135.3,,-5716657.08
2025-01-05,Credit Card Payment,3119.28,,-5719776.36
2025-02-13,Salary Credited,,15392.82,-5704383.54
2025-02-23,SIP Investment,3624.27,,-5708007.81
2025-03-30,Medical Expense,12684.95,,-5720692.76
2025-02-05,Salary Credited,,7812.92,-5712879.84
2025-02-07,Credit Card Payment,8496.42,,-5721376.26
2025-06-17,Electricity Bill,12397.85,,-5733774.11
2025-02-23,Electricity Bill,11620.4,,-5745394.51
2025-01-01,Electricity Bill,17268.87,,-5762663.38
2025-06-20,Flight Booking,1614.93,,-5764278.31
2025-02-12,Amazon Purchase,12355.68,,-5776633.99
2025-01-22,Insurance Premium,8143.01,,-5784777.0
2025-03-28,SIP Investment,19334.37,,-5804111.37
2025-03-21,Fuel,681.35,,-5804792.72
2025-02-09,SIP Investment,10509.19,,-5815301.91
2025-05-24,UPI to Zomato,8641.18,,-5823943.09
2024-12-28,Insurance Premium,5199.28,,-5829142.37
2025-05-16,Fuel,11715.31,,-5840857.68
2025-01-16,Salary Credited,,18917.14,-5821940.54
2025-01-13,Amazon Purchase,15525.41,,-5837465.95
2025-05-13,Fuel,11476.66,,-5848942.61
2025-05-21,Salary Credited,,6745.63,-5842196.98
2025-05-28,UPI to Zomato,11679.81,,-5853876.79
2025-06-21,Fuel,8062.97,,-5861939.76
2025-04-08,Electricity Bill,18368.56,,-5880308.32
2025-06-07,UPI to Zomato,19463.12,,-5899771.44
2025-02-07,Insurance Premium,4242.09,,-5904013.53
2025-01-07,Fuel,11820.22,,-5915833.75
2025-01-28,Credit Card Payment,18552.74,,-5934386.49
2025-02-02,SIP Investment,4495.0,,-5938881.49
2025-05-27,UPI to Zomato,6328.67,,-5945210.16
2025-02-17,Insurance Premium,16926.1,,-5962136.26
2025-04-18,Flight Booking,17784.22,,-5979920.48
2025-04-03,Fuel,10871.73,,-5990792.21
2025-05-13,Fuel,5188.66,,-5995980.87
2025-02-14,UPI to Zomato,19341.54,,-6015322.41
2025-04-20,SIP Investment,18103.75,,-6033426.16
2025-03-21,Credit Card Payment,13105.94,,-6046532.1
2025-01-08,Medical Expense,11242.99,,-6057775.09
2025-05-05,Insurance Premium,4331.65,,-6062106.74
2025-03-14,Electricity Bill,1516.2,,-6063622.94
2025-02-19,Salary Credited,,6048.01,-6057574.93
2025-01-12,Salary Credited,,18077.18,-6039497.75
2025-01-16,Electricity Bill,985.66,,-6040483.41
2025-04-28,SIP Investment,13479.11,,-6053962.52
2025-03-31,Fuel,6491.41,,-6060453.93
2025-01-13,Fuel,12542.95,,-6072996.88
2025-01-20,UPI to Zomato,8757.17,,-6081754.05
2025-05-06,Medical Expense,9294.37,,-6091048.42
2025-05-13,Insurance Premium,5132.55,,-6096180.97
2025-01-23,Salary Credited,,14640.7,-6081540.27
2025-02-24,UPI to Zomato,8296.28,,-6089836.55
2025-01-31,Credit Card Payment,6478.65,,-6096315.2
2025-04-25,Salary Credited,,3570.02,-6092745.18
2025-02-03,Electricity Bill,14971.38,,-6107716.56
2025-01-06,Medical Expense,12266.99,,-6119983.55
2025-02-07,UPI to Zomato,8446.21,,-6128429.76
2025-03-18,Flight Booking,17018.28,,-6145448.04
2025-03-31,Medical Expense,17199.46,,-6162647.5
2025-01-05,Medical Expense,16709.84,,-6179357.34
2025-06-17,Insurance Premium,11517.84,,-6190875.18
2025-04-13,Electricity Bill,5221.67,,-6196096.85
2025-05-09,Medical Expense,10052.5,,-6206149.35
2025-03-30,Fuel,7230.53,,-6213379.88
2025-03-20,Fuel,14853.44,,-6228233.32
2025-05-21,SIP Investment,8766.03,,-6236999.35
2025-03-07,UPI to Zomato,7686.82,,-6244686.17
2025-05-25,Salary Credited,,5205.45,-6239480.72
2025-02-26,Insurance Premium,2396.57,,-6241877.29
2025-05-04,UPI to Zomato,13606.11,,-6255483.4
2025-04-18,Credit Card Payment,7995.31,,-6263478.71
2025-02-27,Credit Card Payment,12621.54,,-6276100.25
2025-05-13,Medical Expense,13341.11,,-6289441.36
2024-12-30,Credit Card Payment,11186.13,,-6300627.49
2025-02-09,Amazon Purchase,4340.98,,-6304968.47
2025-05-29,Credit Card Payment,14468.64,,-6319437.11
2025-01-04,Credit Card Payment,9726.22,,-6329163.33
2025-02-16,UPI to Zomato,4512.79,,-6333676.12
2025-02-20,Amazon Purchase,11353.02,,-6345029.14
2025-03-23,Medical Expense,11891.01,,-6356920.15
2025-05-10,Salary Credited,,8873.85,-6348046.3
2025-04-19,Medical Expense,11978.35,,-6360024.65
2025-06-14,Flight Booking,15373.21,,-6375397.86
2025-01-03,Insurance Premium,6221.65,,-6381619.51
2025-02-05,Insurance Premium,2727.01,,-6384346.52
2025-01-31,Salary Credited,,10582.28,-6373764.24
2025-04-16,Flight Booking,8666.02,,-6382430.26
2025-05-12,Flight Booking,13481.73,,-6395911.99
2025-01-18,Fuel,12454.93,,-6408366.92
2025-04-18,Fuel,9071.57,,-6417438.49
2025-06-19,Flight Booking,18720.87,,-6436159.36
2025-03-07,UPI to Zomato,17510.26,,-6453669.62
2025-01-28,Credit Card Payment,14464.35,,-6468133.97
2025-05-02,Electricity Bill,15221.01,,-6483354.98
2025-01-27,Flight Booking,9282.95,,-6492637.93
2025-02-21,Amazon Purchase,19987.83,,-6512625.76
2025-06-09,Electricity Bill,7342.41,,-6519968.17
2025-02-27,Medical Expense,5864.13,,-6525832.3
2025-05-02,Electricity Bill,8251.84,,-6534084.14
2025-03-01,Amazon Purchase,11254.56,,-6545338.7
2025-04-16,Insurance Premium,2461.97,,-6547800.67
2025-05-07,Salary Credited,,6974.9,-6540825.77
2025-05-16,Salary Credited,,16109.65,-6524716.12
2025-02-13,Electricity Bill,17165.18,,-6541881.3
2025-03-20,Flight Booking,17075.83,,-6558957.13
2025-05-24,Salary Credited,,17819.19,-6541137.94
2025-05-30,SIP Investment,3511.14,,-6544649.08
2025-03-07,SIP Investment,6686.45,,-6551335.53
2025-02-17,Salary Credited,,17473.25,-6533862.28
2025-05-10,Flight Booking,3478.65,,-6537340.93
2025-03-02,Flight Booking,3391.37,,-6540732.3
2025-04-15,Amazon Purchase,5118.66,,-6545850.96
2025-05-20,SIP Investment,18180.5,,-6564031.46
2025-04-19,Credit Card Payment,15877.02,,-6579908.48
2025-01-26,Salary Credited,,18788.35,-6561120.13
2025-05-03,SIP Investment,17931.72,,-6579051.85
2025-02-25,Flight Booking,18643.55,,-6597695.4
2025-02-11,Electricity Bill,6459.15,,-6604154.55
2025-05-04,Flight Booking,12060.09,,-6616214.64
2025-05-22,Insurance Premium,9580.07,,-6625794.71
2025-05-13,Salary Credited,,19760.01,-6606034.7
2025-03-17,Medical Expense,1958.62,,-6607993.32
2025-05-29,Flight Booking,8837.19,,-6616830.51
2025-05-06,SIP Investment,5550.16,,-6622380.67
2025-05-03,Electricity Bill,8383.07,,-6630763.74
2025-03-28,UPI to Zomato,19258.18,,-6650021.92
2025-06-12,Electricity Bill,16984.32,,-6667006.24
2025-04-10,Flight Booking,8041.49,,-6675047.73
2025-01-19,SIP Investment,14123.66,,-6689171.39
2025-02-26,Credit Card Payment,12459.74,,-6701631.13
2025-02-23,Credit Card Payment,11462.4,,-6713093.53
2025-02-06,Amazon Purchase,18633.68,,-6731727.21
2025-01-22,Electricity Bill,14279.58,,-6746006.79
2025-04-10,Salary Credited,,3641.27,-6742365.52
2025-04-21,Fuel,15258.8,,-6757624.32
2025-04-18,Amazon Purchase,8078.43,,-6765702.75
2025-05-16,Fuel,6557.53,,-6772260.28
2025-04-15,Flight Booking,1410.97,,-6773671.25
2025-06-07,Medical Expense,17908.23,,-6791579.48
2025-03-06,Medical Expense,12617.36,,-6804196.84
2025-02-10,Fuel,1765.07,,-6805961.91
2025-05-01,UPI to Zomato,18065.63,,-6824027.54
2025-03-03,Insurance Premium,4353.46,,-6828381.0
2025-06-18,UPI to Zomato,10178.98,,-6838559.98
2025-01-11,Flight Booking,4171.5,,-6842731.48
2025-02-24,Electricity Bill,4170.41,,-6846901.89
2025-06-14,Amazon Purchase,16532.66,,-6863434.55
2025-06-23,Amazon Purchase,4101.72,,-6867536.27
2025-03-03,Credit Card Payment,3689.87,,-6871226.14
2025-04-19,Flight Booking,16922.7,,-6888148.84
2025-06-22,Amazon Purchase,10743.54,,-6898892.38
2025-06-11,Amazon Purchase,11870.08,,-6910762.46
2025-01-09,Insurance Premium,2404.13,,-6913166.59
2025-05-06,SIP Investment,14081.62,,-6927248.21
2025-03-17,Salary Credited,,9922.05,-6917326.16
2025-01-08,Insurance Premium,5584.79,,-6922910.95
2025-02-10,Credit Card Payment,12059.62,,-6934970.57
2025-01-08,Fuel,1439.01,,-6936409.58
2025-01-06,Fuel,3849.74,,-6940259.32
2025-03-10,Insurance Premium,7956.65,,-6948215.97
2025-05-28,UPI to Zomato,6292.31,,-6954508.28
2025-01-09,SIP Investment,9093.13,,-6963601.41
2025-04-24,Insurance Premium,2996.05,,-6966597.46
2025-05-27,Insurance Premium,11449.69,,-6978047.15
2025-02-04,Medical Expense,14456.64,,-6992503.79
2025-02-12,UPI to Zomato,19146.24,,-7011650.03
2025-05-07,SIP Investment,11876.04,,-7023526.07
2025-03-11,SIP Investment,3078.17,,-7026604.24
2025-06-01,Medical Expense,3971.1,,-7030575.34
2025-04-14,Credit Card Payment,16502.92,,-7047078.26
2025-04-21,Fuel,8693.42,,-7055771.68
2025-06-23,Insurance Premium,17212.12,,-7072983.8
2025-05-25,Medical Expense,2418.95,,-7075402.75
2025-02-21,Amazon Purchase,16893.58,,-7092296.33
2025-03-20,Salary Credited,,5226.35,-7087069.98
2025-04-04,Credit Card Payment,9595.51,,-7096665.49
2025-03-31,Medical Expense,16682.37,,-7113347.86
2025-01-05,Credit Card Payment,14938.6,,-7128286.46
2025-06-16,Medical Expense,16525.48,,-7144811.94
2025-04-29,Salary Credited,,19819.25,-7124992.69
2025-02-22,Medical Expense,15414.93,,-7140407.62
2025-02-12,Flight Booking,14136.5,,-7154544.12
2025-04-12,Medical Expense,15879.75,,-7170423.87
2025-05-23,UPI to Zomato,2763.06,,-7173186.93
2025-03-06,Credit Card Payment,11891.6,,-7185078.53
2025-05-30,Electricity Bill,1546.7,,-7186625.23
2025-04-16,Electricity Bill,9263.78,,-7195889.01
2025-04-23,Electricity Bill,18154.19,,-7214043.2
2024-12-31,Electricity Bill,10816.24,,-7224859.44
2025-02-11,Fuel,18640.19,,-7243499.63
2025-02-08,Salary Credited,,10786.96,-7232712.67
2025-02-22,Electricity Bill,19331.75,,-7252044.42
2025-04-14,Electricity Bill,6364.78,,-7258409.2
2025-01-10,Fuel,6094.8,,-7264504.0
2025-01-29,SIP Investment,19695.23,,-7284199.23
2025-02-22,SIP Investment,10547.02,,-7294746.25
2025-06-03,Electricity Bill,3097.51,,-7297843.76
2025-04-04,Medical Expense,17266.04,,-7315109.8
2025-05-21,Amazon Purchase,3721.62,,-7318831.42
2025-05-09,Fuel,12638.54,,-7331469.96
2025-03-23,Medical Expense,5120.37,,-7336590.33
2025-05-14,Amazon Purchase,10787.55,,-7347377.88
2025-01-28,Salary Credited,,5446.73,-7341931.15
2025-02-24,SIP Investment,6748.62,,-7348679.77
2025-06-22,Flight Booking,1853.01,,-7350532.78
2025-05-06,Electricity Bill,17746.65,,-7368279.43
2025-02-23,Salary Credited,,11574.66,-7356704.77
2025-05-17,Electricity Bill,19986.81,,-7376691.58
2025-02-01,Credit Card Payment,9947.55,,-7386639.13
2025-01-11,Amazon Purchase,6361.22,,-7393000.35
2025-04-23,Fuel,8952.63,,-7401952.98
2025-02-02,Fuel,12083.41,,-7414036.39
2025-02-20,SIP Investment,10207.87,,-7424244.26
2025-03-26,Medical Expense,19603.57,,-7443847.83
2025-01-06,Credit Card Payment,12617.8,,-7456465.63
2025-02-09,Fuel,13163.2,,-7469628.83
2025-01-12,Flight Booking,5457.79,,-7475086.62
2025-01-07,Insurance Premium,12196.73,,-7487283.35
2025-03-10,Flight Booking,18411.17,,-7505694.52
2025-03-20,Medical Expense,10628.41,,-7516322.93
2024-12-25,SIP Investment,4533.73,,-7520856.66
2025-05-23,UPI to Zomato,4282.14,,-7525138.8
2025-06-14,Insurance Premium,9026.6,,-7534165.4
2025-02-08,Medical Expense,12013.34,,-7546178.74
2025-03-15,Flight Booking,18828.25,,-7565006.99
2025-02-14,Salary Credited,,18571.71,-7546435.28
2025-01-17,Amazon Purchase,14551.47,,-7560986.75
2025-03-06,Insurance Premium,6974.47,,-7567961.22
2025-06-17,SIP Investment,9033.92,,-7576995.14
2025-05-26,Electricity Bill,17565.97,,-7594561.11
2025-02-14,UPI to Zomato,19058.88,,-7613619.99
2025-01-28,Insurance Premium,12872.81,,-7626492.8
2025-05-23,Insurance Premium,18272.97,,-7644765.77
2025-05-19,UPI to Zomato,11115.6,,-7655881.37
2025-01-11,Insurance Premium,13835.75,,-7669717.12
2025-05-04,Salary Credited,,17076.93,-7652640.19
2025-02-03,Salary Credited,,5895.58,-7646744.61
2025-06-13,Credit Card Payment,1648.32,,-7648392.93
2025-06-08,Credit Card Payment,2951.05,,-7651343.98
2025-06-06,Fuel,14120.26,,-7665464.24
2025-05-13,Fuel,8648.72,,-7674112.96
2025-06-11,Amazon Purchase,16959.0,,-7691071.96
2025-02-13,SIP Investment,2593.52,,-7693665.48
2025-03-05,Insurance Premium,15027.56,,-7708693.04
2025-05-04,Medical Expense,11205.81,,-7719898.85
2025-03-09,Fuel,19587.29,,-7739486.14
2025-05-06,Fuel,8413.27,,-7747899.41
2025-03-31,Insurance Premium,11855.21,,-7759754.62
2024-12-31,Amazon Purchase,12273.55,,-7772028.17
2025-05-14,Medical Expense,9062.78,,-7781090.95
2025-03-28,SIP Investment,7796.22,,-7788887.17
2025-05-12,Electricity Bill,3797.42,,-7792684.59
